og1	count	conservation	cross_species_conservation	protein_ID	og	gene_name	description	Condition_treatment	Condition_control	Strain_treatment	Strain_control	species_analyzed	logFC	AveExpr	t	P.Value	adj.P.Val	B	hit	species	complete_name
wp_001327875.1	3	conserved	conserved within species	AIL16846.1	wp_001327875.1	AIL16846.1	sugar isomerase, KpsF/GutQ family protein	nodrug	nodrug	MS511R	25922S	Ecoli_25922	-3.28387489409317	19.3351029446188	-48.9866961853378	1.57312725237657e-09	1.34262991148487e-07	13.0068732250317	1	E. coli	E. coli MS511R
wp_001327875.1	3	conserved	conserved within species	AIL16846.1	wp_001327875.1	AIL16846.1	sugar isomerase, KpsF/GutQ family protein	nodrug	nodrug	MS529R	25922S	Ecoli_25922	-3.46279699528836	19.2456418940212	-38.6654526788854	1.4666304643231e-05	0.000668813750039	4.3787302806889	1	E. coli	E. coli MS529R
wp_000856744.1	1	strain-specific	strain-specific	AIL14369.1	wp_000856744.1	AIL14369.1	transcription elongation factor GreB	nodrug	nodrug	MS346R	25922S	Ecoli_25922	1.26774679231438	19.8954299648237	41.9479684803435	1.18587957914906e-06	5.50921445250682e-05	6.74121142245907	1	E. coli	E. coli MS346R
wp_001298285.1	3	conserved	conserved within species	AIL16520.1	wp_001298285.1	AIL16520.1	maltose operon periplasmic family protein	nodrug	nodrug	MS346R	25922S	Ecoli_25922	-1.64312665945369	20.5963761981007	-41.7800216840893	1.20591444809723e-06	5.50921445250682e-05	6.72317831145488	1	E. coli	E. coli MS346R
wp_001298285.1	3	conserved	conserved within species	AIL16520.1	wp_001298285.1	AIL16520.1	maltose operon periplasmic family protein	nodrug	nodrug	MS511R	25922S	Ecoli_25922	-1.68574772734569	20.5750656641547	-44.4592868583251	2.93309572621626e-09	1.91922230352084e-07	12.3636963208672	1	E. coli	E. coli MS511R
wp_001298285.1	3	conserved	conserved within species	AIL16520.1	wp_001298285.1	AIL16520.1	maltose operon periplasmic family protein	nodrug	nodrug	MS529R	25922S	Ecoli_25922	-1.62704663087754	20.6044162123888	-39.1064600230387	1.41202700604185e-05	0.000668813750039	4.42150243339206	1	E. coli	E. coli MS529R
Tsx	4	conserved	conserved across species	AIL16406.1	wp_001295827.1	AIL16406.1	nucleoside-specific channel-forming protein tsx	nodrug	nodrug	MS346R	25922S	Ecoli_25922	-1.27230562937724	20.4521074760162	-41.7035091853666	1.21518077494367e-06	5.50921445250682e-05	6.71493265247321	1	E. coli	E. coli MS346R
Tsx	4	conserved	conserved across species	PBBIODIN_02143	tsX	PBBIODIN_02143	Nucleoside-specific channel-forming protein Tsx	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	-1.74984745455362	26.0994063401743	-37.4434862114219	7.31918067639094e-08	1.80697191752619e-06	9.15769035016324	1	K. pneumoniae	K. pneumoniae MS299R
Tsx	4	conserved	conserved across species	PBBIODIN_02143	tsX	PBBIODIN_02143	Nucleoside-specific channel-forming protein Tsx	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	-1.67733811357219	26.135661010665	-52.8030490742435	3.26428620855504e-07	1.27013294626239e-05	7.96669535552789	1	K. pneumoniae	K. pneumoniae MS274R
Tsx	4	conserved	conserved across species	PBBIODIN_02143	tsX	PBBIODIN_02143	Nucleoside-specific channel-forming protein Tsx	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	-2.21804067703208	25.8653097289351	-65.5763237621645	3.12063501762354e-10	2.24088196995901e-08	14.6085981582289	1	K. pneumoniae	K. pneumoniae MS311R
wp_000977927.1	3	conserved	conserved within species	AIL14353.1	wp_000977927.1	AIL14353.1	outer membrane protein F	nodrug	nodrug	MS346R	25922S	Ecoli_25922	-1.85732658296919	23.4057245335488	-41.4004697470431	1.25275918899996e-06	5.50921445250682e-05	6.68208714834277	1	E. coli	E. coli MS346R
wp_000977927.1	3	conserved	conserved within species	AIL14353.1	wp_000977927.1	AIL14353.1	outer membrane protein F	nodrug	nodrug	MS511R	25922S	Ecoli_25922	-1.93696558983171	23.3659050301176	-48.1181290370107	1.76476449761539e-09	1.44343029534125e-07	12.8892016077176	1	E. coli	E. coli MS511R
wp_000977927.1	3	conserved	conserved within species	AIL14353.1	wp_000977927.1	AIL14353.1	outer membrane protein F	nodrug	nodrug	MS529R	25922S	Ecoli_25922	-1.08168832564949	23.7935436622087	-30.1345423401736	3.37513888024983e-05	0.000831556341149	3.41096133129416	1	E. coli	E. coli MS529R
wp_000065430.1	2	conserved	conserved within species	AIL18073.1	wp_000065430.1	AIL18073.1	flavodoxin-like fold family protein	nodrug	nodrug	MS346R	25922S	Ecoli_25922	1.25816681372483	21.7792192180242	41.3203225229982	1.26293759736529e-06	5.50921445250682e-05	6.67334987591285	1	E. coli	E. coli MS346R
wp_000065430.1	2	conserved	conserved within species	AIL18073.1	wp_000065430.1	AIL18073.1	flavodoxin-like fold family protein	nodrug	nodrug	MS511R	25922S	Ecoli_25922	1.48900954826084	21.8946405852923	39.3462838529004	6.42646145288955e-09	3.6043268091492e-07	11.5368435903533	1	E. coli	E. coli MS511R
wp_000098258.1	2	conserved	conserved within species	AIL18475.1	wp_000098258.1	AIL18475.1	glucarate dehydratase	nodrug	nodrug	MS346R	25922S	Ecoli_25922	1.7488542280078	22.571759288056	39.9410706236241	1.45528056096252e-06	6.20583530153573e-05	6.51959880880633	1	E. coli	E. coli MS346R
wp_000098258.1	2	conserved	conserved within species	AIL18475.1	wp_000098258.1	AIL18475.1	glucarate dehydratase	nodrug	nodrug	MS511R	25922S	Ecoli_25922	1.42851040108141	22.4115873745928	37.291910173097	9.06566395105992e-09	4.56305085536683e-07	11.1689750701184	1	E. coli	E. coli MS511R
wp_000579529.1	3	conserved	conserved within species	AIL18068.1	wp_000579529.1	AIL18068.1	capsule polysaccharide biosynthesis family protein	nodrug	nodrug	MS346R	25922S	Ecoli_25922	-1.21701957755646	18.2698511048389	-39.7426381254863	1.48585970031676e-06	6.20583530153573e-05	6.49693749154	1	E. coli	E. coli MS346R
wp_000579529.1	3	conserved	conserved within species	AIL18068.1	wp_000579529.1	AIL18068.1	capsule polysaccharide biosynthesis family protein	nodrug	nodrug	MS511R	25922S	Ecoli_25922	-1.26421368460328	18.2462540513155	-33.3428748431287	1.85816083154078e-08	8.10571047181012e-07	10.3930720826047	1	E. coli	E. coli MS511R
wp_000579529.1	3	conserved	conserved within species	AIL18068.1	wp_000579529.1	AIL18068.1	capsule polysaccharide biosynthesis family protein	nodrug	nodrug	MS529R	25922S	Ecoli_25922	-1.19472550694921	18.2809981401425	-17.5139831393244	0.000206022481487	0.001648166079794	1.18828073801356	1	E. coli	E. coli MS529R
wp_000211810.1	2	conserved	conserved within species	AIL18125.1	wp_000211810.1	AIL18125.1	hypothetical protein	nodrug	nodrug	MS346R	25922S	Ecoli_25922	1.76636260594388	17.1761730237741	39.4193955139807	1.53739624081713e-06	6.28731004317507e-05	6.45972236781279	1	E. coli	E. coli MS346R
wp_000211810.1	2	conserved	conserved within species	AIL18125.1	wp_000211810.1	AIL18125.1	hypothetical protein	nodrug	nodrug	MS511R	25922S	Ecoli_25922	1.50861085769976	17.047297149652	33.172917173163	1.92001860097196e-08	8.14614057475087e-07	10.3574174319294	1	E. coli	E. coli MS511R
wp_000593259.1	2	conserved	conserved within species	AIL15188.1	wp_000593259.1	AIL15188.1	glutathione synthase	nodrug	nodrug	MS346R	25922S	Ecoli_25922	1.21921743217817	22.5101927660404	38.6325653795851	1.67240895097397e-06	6.69987504237124e-05	6.36754590707315	1	E. coli	E. coli MS346R
wp_000593259.1	2	conserved	conserved within species	AIL15188.1	wp_000593259.1	AIL15188.1	glutathione synthase	nodrug	nodrug	MS511R	25922S	Ecoli_25922	1.37052216674043	22.5858451333215	36.1628128258413	1.10418706269619e-08	5.16076000969673e-07	10.9568754788436	1	E. coli	E. coli MS511R
wp_000240999.1	2	conserved	conserved within species	AIL15304.1	wp_000240999.1	AIL15304.1	methyltransferase small domain protein	nodrug	nodrug	MS346R	25922S	Ecoli_25922	1.12713586057251	19.4849198067012	37.7123853011785	1.84946737742483e-06	6.96657394074013e-05	6.25679600953627	1	E. coli	E. coli MS346R
wp_000240999.1	2	conserved	conserved within species	AIL15304.1	wp_000240999.1	AIL15304.1	methyltransferase small domain protein	nodrug	nodrug	MS529R	25922S	Ecoli_25922	1.77757645701179	19.8101401049208	12.5881131118937	0.000614664697268	0.002793025001707	-0.195426330483697	1	E. coli	E. coli MS529R
wp_001044673.1	3	conserved	conserved within species	AIL17386.1	wp_001044673.1	AIL17386.1	hypothetical protein	nodrug	nodrug	MS346R	25922S	Ecoli_25922	-2.48966338163086	19.6327534241298	-37.6318636318285	1.86604208778519e-06	6.96657394074013e-05	6.24694878580337	1	E. coli	E. coli MS346R
wp_001044673.1	3	conserved	conserved within species	AIL17386.1	wp_001044673.1	AIL17386.1	hypothetical protein	nodrug	nodrug	MS511R	25922S	Ecoli_25922	-2.61476378785154	19.5702032210195	-49.3477348987039	1.50062103640151e-09	1.34262991148487e-07	13.055037301604	1	E. coli	E. coli MS511R
wp_001044673.1	3	conserved	conserved within species	AIL17386.1	wp_001044673.1	AIL17386.1	hypothetical protein	nodrug	nodrug	MS529R	25922S	Ecoli_25922	-2.51473451589824	19.6202178569961	-52.90348989788	5.13566090858419e-06	0.00053638289548	5.50742850378963	1	E. coli	E. coli MS529R
wp_000820369.1	3	conserved	conserved within species	AIL16890.1	wp_000820369.1	AIL16890.1	autotransporter beta-domain protein	nodrug	nodrug	MS346R	25922S	Ecoli_25922	1.61919701721194	22.6526805828537	37.6137782106072	1.86979008554669e-06	6.96657394074013e-05	6.24473355950642	1	E. coli	E. coli MS346R
wp_000820369.1	3	conserved	conserved within species	AIL16890.1	wp_000820369.1	AIL16890.1	autotransporter beta-domain protein	nodrug	nodrug	MS511R	25922S	Ecoli_25922	1.59111813209951	22.6386411402975	37.3822545027309	8.92603173396889e-09	4.56305085536683e-07	11.1856321864599	1	E. coli	E. coli MS511R
wp_000820369.1	3	conserved	conserved within species	AIL16890.1	wp_000820369.1	AIL16890.1	autotransporter beta-domain protein	nodrug	nodrug	MS529R	25922S	Ecoli_25922	2.80336990538187	23.2447670269387	52.7323392828773	5.19168365467233e-06	0.00053638289548	5.49641517650675	1	E. coli	E. coli MS529R
wp_001339583.1	2	conserved	conserved within species	AIL15852.1	wp_001339583.1	AIL15852.1	putative zinc-/iron-chelating domain protein	nodrug	nodrug	MS346R	25922S	Ecoli_25922	1.33838398969031	18.5855334977959	37.5602427522243	1.88093947457579e-06	6.96657394074013e-05	6.23816860671445	1	E. coli	E. coli MS346R
wp_001339583.1	2	conserved	conserved within species	AIL15852.1	wp_001339583.1	AIL15852.1	putative zinc-/iron-chelating domain protein	nodrug	nodrug	MS511R	25922S	Ecoli_25922	1.19689213073954	18.5147875683205	30.5860630289199	3.22962874845908e-08	1.1526838605864e-06	9.78862688395999	1	E. coli	E. coli MS511R
YqjC	2	conserved	conserved across species	AIL14178.1	wp_001298323.1	AIL14178.1	protein yqjC	nodrug	nodrug	MS346R	25922S	Ecoli_25922	-1.1335700726714	21.3529953273006	-37.0386090471068	1.99400462878091e-06	7.24857608573506e-05	6.17360391909344	1	E. coli	E. coli MS346R
YqjC	2	conserved	conserved across species	PBBIODIN_01223	yqjC	PBBIODIN_01223	Protein YqjC	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.03216295765843	24.1629192953918	33.7841275277744	2.08116573198199e-08	2.24335986884068e-07	10.0110226570847	1	K. pneumoniae	K. pneumoniae MS311R
wp_000695389.1	3	conserved	conserved within species	AIL18439.1	wp_000695389.1	AIL18439.1	maltose-binding periplasmic protein	nodrug	nodrug	MS346R	25922S	Ecoli_25922	-2.13084584648905	23.3328264336278	-36.4026122163672	2.1434853318071e-06	7.49816716918805e-05	6.09338689231159	1	E. coli	E. coli MS346R
wp_000695389.1	3	conserved	conserved within species	AIL18439.1	wp_000695389.1	AIL18439.1	maltose-binding periplasmic protein	nodrug	nodrug	MS511R	25922S	Ecoli_25922	-2.22814959801151	23.2841745578665	-54.6928533864844	7.74813869397096e-10	1.17086834851018e-07	13.7206683592106	1	E. coli	E. coli MS511R
wp_000695389.1	3	conserved	conserved within species	AIL18439.1	wp_000695389.1	AIL18439.1	maltose-binding periplasmic protein	nodrug	nodrug	MS529R	25922S	Ecoli_25922	-2.25555085163813	23.2704739310532	-63.2311512679098	2.82649086694362e-06	0.000508985787198	6.08806629411119	1	E. coli	E. coli MS529R
wp_000747625.1	1	strain-specific	strain-specific	AIL18511.1	wp_000747625.1	AIL18511.1	inner membrane lipoprotein yiaD	nodrug	nodrug	MS346R	25922S	Ecoli_25922	1.08549508035179	21.4132904349023	35.7866802654137	2.30170077508844e-06	7.49816716918805e-05	6.01408429486604	1	E. coli	E. coli MS346R
wp_000830766.1	1	strain-specific	strain-specific	AIL15349.1	wp_000830766.1	AIL15349.1	beta-lactamase family protein	nodrug	nodrug	MS346R	25922S	Ecoli_25922	1.08179319213258	20.0506994293401	35.7674600606833	2.30686660739334e-06	7.49816716918805e-05	6.01158349488636	1	E. coli	E. coli MS346R
wp_001298464.1	1	strain-specific	strain-specific	AIL15084.1	wp_001298464.1	AIL15084.1	lipoprotein bor	nodrug	nodrug	MS346R	25922S	Ecoli_25922	-1.05546977261949	22.16050606867	-35.689051676182	2.32808984020977e-06	7.49816716918805e-05	6.00136493223791	1	E. coli	E. coli MS346R
wp_000737290.1	3	conserved	conserved within species	AIL14432.1	wp_000737290.1	AIL14432.1	outer membrane porin protein ompD	nodrug	nodrug	MS346R	25922S	Ecoli_25922	-2.52660013231405	21.5579700195386	-35.5560148989324	2.36465576989354e-06	7.49816716918805e-05	5.98396565851224	1	E. coli	E. coli MS346R
wp_000737290.1	3	conserved	conserved within species	AIL14432.1	wp_000737290.1	AIL14432.1	outer membrane porin protein ompD	nodrug	nodrug	MS511R	25922S	Ecoli_25922	-2.71841371336043	21.4620632290154	-63.1784416198512	3.06482320343065e-10	1.04890510151924e-07	14.6222238964103	1	E. coli	E. coli MS511R
wp_000737290.1	3	conserved	conserved within species	AIL14432.1	wp_000737290.1	AIL14432.1	outer membrane porin protein ompD	nodrug	nodrug	MS529R	25922S	Ecoli_25922	-2.12506029022909	21.758739940581	-48.4993553347751	6.87028491730666e-06	0.000561932053861	5.20683450484478	1	E. coli	E. coli MS529R
wp_001001001.1	1	strain-specific	strain-specific	AIL16662.1	wp_001001001.1	AIL16662.1	inner membrane transport protein yajR	nodrug	nodrug	MS346R	25922S	Ecoli_25922	1.08260098690759	20.0445260310344	35.5509434611685	2.36606370458806e-06	7.49816716918805e-05	5.98330085683274	1	E. coli	E. coli MS346R
ManC1	5	conserved	conserved across species	AIL17095.1	wp_000079263.1	AIL17095.1	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	nodrug	nodrug	MS346R	25922S	Ecoli_25922	1.99089823377233	19.7091133016399	35.485810350928	2.38423859971435e-06	7.49816716918805e-05	5.97475269160461	1	E. coli	E. coli MS346R
ManC1	5	conserved	conserved across species	AIL17095.1	wp_000079263.1	AIL17095.1	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	nodrug	nodrug	MS511R	25922S	Ecoli_25922	2.50720659366824	19.9672674815879	57.9469624033866	5.34337800060746e-10	1.04890510151924e-07	14.0867739693476	1	E. coli	E. coli MS511R
ManC1	5	conserved	conserved across species	AIL17095.1	wp_000079263.1	AIL17095.1	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	nodrug	nodrug	MS529R	25922S	Ecoli_25922	1.11176466408341	19.2695465167954	20.0370621230894	0.00013168481183	0.001372731947269	1.74849797271193	1	E. coli	E. coli MS529R
ManC1	5	conserved	conserved across species	PRZ_02312	manc1	PRZ_02312	Mannose-1-phosphate guanylyltransferase 1	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	1.56036896753102	24.1662837985575	19.7971164358131	1.87074892572559e-05	0.000169260557121	3.32921300427881	1	K. pneumoniae	K. pneumoniae MS530R
ManC1	5	conserved	conserved across species	PRZ_02312	manc1	PRZ_02312	Mannose-1-phosphate guanylyltransferase 1	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	1.65934254950921	24.2157705895466	36.7964874306658	9.56499364897869e-15	1.81524659689958e-13	24.1103036381233	1	K. pneumoniae	K. pneumoniae MS493R
wp_000043612.1	3	conserved	conserved within species	AIL14840.1	wp_000043612.1	AIL14840.1	GDP-L-fucose synthase	nodrug	nodrug	MS346R	25922S	Ecoli_25922	2.03704129617704	20.8080280927633	35.4328902549004	2.39913298534425e-06	7.49816716918805e-05	5.96779364147864	1	E. coli	E. coli MS346R
wp_000043612.1	3	conserved	conserved within species	AIL14840.1	wp_000043612.1	AIL14840.1	GDP-L-fucose synthase	nodrug	nodrug	MS511R	25922S	Ecoli_25922	2.56815716016459	21.0735860247571	58.0127371075762	5.30454169145809e-10	1.04890510151924e-07	14.0938979894922	1	E. coli	E. coli MS511R
wp_000043612.1	3	conserved	conserved within species	AIL14840.1	wp_000043612.1	AIL14840.1	GDP-L-fucose synthase	nodrug	nodrug	MS529R	25922S	Ecoli_25922	1.01662944553361	20.2978221674416	26.608078908196	5.11479023412763e-05	0.000861831743967	2.9118479916727	1	E. coli	E. coli MS529R
MalK	4	conserved	conserved across species	AIL14515.1	wp_001314343.1	AIL14515.1	maltose/maltodextrin import ATP-binding protein MalK	nodrug	nodrug	MS346R	25922S	Ecoli_25922	-2.13645411824488	21.1260519947328	-35.407070335302	2.40644183218975e-06	7.49816716918805e-05	5.96439381163624	1	E. coli	E. coli MS346R
MalK	4	conserved	conserved across species	AIL14515.1	wp_001314343.1	AIL14515.1	maltose/maltodextrin import ATP-binding protein MalK	nodrug	nodrug	MS511R	25922S	Ecoli_25922	-2.13287262192801	21.1278427428912	-56.4167796832025	6.34667630893925e-10	1.13259323585889e-07	13.9180135031651	1	E. coli	E. coli MS511R
MalK	4	conserved	conserved across species	AIL14515.1	wp_001314343.1	AIL14515.1	maltose/maltodextrin import ATP-binding protein MalK	nodrug	nodrug	MS529R	25922S	Ecoli_25922	-2.09555238035324	21.1465028636786	-50.3657467274327	6.05444127718292e-06	0.000554281499797	5.33872119318205	1	E. coli	E. coli MS529R
MalK	4	conserved	conserved across species	PBBIODIN_03881	malk~~~malk_2	PBBIODIN_03881	Maltose/maltodextrin import ATP-binding protein MalK	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.32817528746217	25.1675962964089	41.6816315780837	9.0095504405431e-07	1.96996921427e-05	6.82431735648141	1	K. pneumoniae	K. pneumoniae MS274R
wp_000483379.1	2	conserved	conserved within species	AIL14637.1	wp_000483379.1	AIL14637.1	7-alpha-hydroxysteroid dehydrogenase	nodrug	nodrug	MS346R	25922S	Ecoli_25922	1.15038324393575	20.682936463364	35.0221392972884	2.51874576843353e-06	7.71734704673433e-05	5.91335666086962	1	E. coli	E. coli MS346R
wp_000483379.1	2	conserved	conserved within species	AIL14637.1	wp_000483379.1	AIL14637.1	7-alpha-hydroxysteroid dehydrogenase	nodrug	nodrug	MS511R	25922S	Ecoli_25922	1.10134435099312	20.6584170168927	26.7306892142297	7.64600937532493e-08	2.24016662742729e-06	8.83660257654181	1	E. coli	E. coli MS511R
wp_000063608.1	2	conserved	conserved within species	AIL17182.1	wp_000063608.1	AIL17182.1	calcium/proton antiporter	nodrug	nodrug	MS346R	25922S	Ecoli_25922	-2.36531836379933	18.191303480184	-34.8188614407202	2.58067168534183e-06	7.71734704673433e-05	5.88613577254839	1	E. coli	E. coli MS346R
wp_000063608.1	2	conserved	conserved within species	AIL17182.1	wp_000063608.1	AIL17182.1	calcium/proton antiporter	nodrug	nodrug	MS511R	25922S	Ecoli_25922	-1.87361252718944	18.437156398489	-49.553666779119	1.46099562941496e-09	1.34262991148487e-07	13.0823161678459	1	E. coli	E. coli MS511R
wp_001088087.1	1	strain-specific	strain-specific	AIL14607.1	wp_001088087.1	AIL14607.1	transketolase	nodrug	nodrug	MS346R	25922S	Ecoli_25922	1.36399925958925	21.7653483248934	34.7735638129269	2.59472697444965e-06	7.71734704673433e-05	5.88004438367378	1	E. coli	E. coli MS346R
wp_000090097.1	2	conserved	conserved within species	AIL15051.1	wp_000090097.1	AIL15051.1	protein TolR	nodrug	nodrug	MS346R	25922S	Ecoli_25922	-1.0219967475785	20.1028980340599	-34.6355069713105	2.63815298491714e-06	7.72939449163036e-05	5.86142127812291	1	E. coli	E. coli MS346R
wp_000090097.1	2	conserved	conserved within species	AIL15051.1	wp_000090097.1	AIL15051.1	protein TolR	nodrug	nodrug	MS511R	25922S	Ecoli_25922	-1.09443893751492	20.0666769390917	-27.6054799166549	6.22362360257273e-08	1.9089020518516e-06	9.06492669637144	1	E. coli	E. coli MS511R
wp_000684325.1	2	conserved	conserved within species	AIL16919.1	wp_000684325.1	AIL16919.1	alpha-L-glutamate ligase, RimK family protein	nodrug	nodrug	MS346R	25922S	Ecoli_25922	1.01479478242364	18.6106405737501	34.2301111878948	2.77097766362637e-06	7.89920805987851e-05	5.80622592213558	1	E. coli	E. coli MS346R
wp_000684325.1	2	conserved	conserved within species	AIL16919.1	wp_000684325.1	AIL16919.1	alpha-L-glutamate ligase, RimK family protein	nodrug	nodrug	MS511R	25922S	Ecoli_25922	1.161875791659	18.6841810783678	30.7485548326464	3.12190598997707e-08	1.13487064043056e-06	9.82587271218192	1	E. coli	E. coli MS511R
wp_000767411.1	2	conserved	conserved within species	AIL15990.1	wp_000767411.1	AIL15990.1	hypothetical protein	nodrug	nodrug	MS346R	25922S	Ecoli_25922	1.75498276725703	17.8559812924888	34.2135029303298	2.77659376531644e-06	7.89920805987851e-05	5.80394829736786	1	E. coli	E. coli MS346R
wp_000767411.1	2	conserved	conserved within species	AIL15990.1	wp_000767411.1	AIL15990.1	hypothetical protein	nodrug	nodrug	MS511R	25922S	Ecoli_25922	1.43935091163009	17.6981653646753	32.8578942403044	2.04107262495659e-08	8.34713658914537e-07	10.2907953498134	1	E. coli	E. coli MS511R
wp_000884589.1	1	strain-specific	strain-specific	AIL16740.1	wp_000884589.1	AIL16740.1	asnC-type helix-turn-helix domain protein	nodrug	nodrug	MS346R	25922S	Ecoli_25922	1.00333465386298	17.3828514670213	33.9835673983498	2.85581455328212e-06	7.91704624639502e-05	5.77228129302826	1	E. coli	E. coli MS346R
wp_000590253.1	3	conserved	conserved within species	AIL14796.1	wp_000590253.1	AIL14796.1	ABC transporter family protein	nodrug	nodrug	MS346R	25922S	Ecoli_25922	-1.00809506459544	18.5126564072633	-33.9616058002745	2.86352666069305e-06	7.91704624639502e-05	5.76924356524533	1	E. coli	E. coli MS346R
wp_000590253.1	3	conserved	conserved within species	AIL14796.1	wp_000590253.1	AIL14796.1	ABC transporter family protein	nodrug	nodrug	MS511R	25922S	Ecoli_25922	-1.15473017018348	18.4393388544692	-30.0690789676637	3.60202009574301e-08	1.26263668713277e-06	9.66868551969543	1	E. coli	E. coli MS511R
wp_000590253.1	3	conserved	conserved within species	AIL14796.1	wp_000590253.1	AIL14796.1	ABC transporter family protein	nodrug	nodrug	MS529R	25922S	Ecoli_25922	-1.45578741564472	18.2888102317386	-49.9806832796049	6.21201884642077e-06	0.000554281499797	5.31207346947795	1	E. coli	E. coli MS529R
LamB	4	conserved	conserved across species	AIL17178.1	wp_000973666.1	AIL17178.1	maltoporin	nodrug	nodrug	MS346R	25922S	Ecoli_25922	-2.34109401003167	23.3782488509711	-33.1310958968279	3.17507869469853e-06	8.53791709273044e-05	5.65265038986003	1	E. coli	E. coli MS346R
LamB	4	conserved	conserved across species	AIL17178.1	wp_000973666.1	AIL17178.1	maltoporin	nodrug	nodrug	MS511R	25922S	Ecoli_25922	-2.40523265714371	23.3461795274151	-58.755399911181	4.88791849823077e-10	1.04890510151924e-07	14.173609970208	1	E. coli	E. coli MS511R
LamB	4	conserved	conserved across species	AIL17178.1	wp_000973666.1	AIL17178.1	maltoporin	nodrug	nodrug	MS529R	25922S	Ecoli_25922	-2.44517085531513	23.3262104283293	-84.492047102303	1.07044843063045e-06	0.000508985787198	6.90880198927474	1	E. coli	E. coli MS529R
LamB	4	conserved	conserved across species	PBBIODIN_03882	lamB	PBBIODIN_03882	Maltoporin	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.01711694062436	27.6754122710712	30.6481531814941	3.36703697065747e-06	3.94314068168856e-05	5.28580926998593	1	K. pneumoniae	K. pneumoniae MS274R
wp_000198833.1	2	conserved	conserved within species	AIL16860.1	wp_000198833.1	AIL16860.1	cobW/HypB/UreG, nucleotide-binding domain protein	nodrug	nodrug	MS346R	25922S	Ecoli_25922	1.34195043285752	20.7998383459284	32.9742458597007	3.23855130805538e-06	8.59091380771988e-05	5.63024784880515	1	E. coli	E. coli MS346R
wp_000198833.1	2	conserved	conserved within species	AIL16860.1	wp_000198833.1	AIL16860.1	cobW/HypB/UreG, nucleotide-binding domain protein	nodrug	nodrug	MS511R	25922S	Ecoli_25922	1.47390331172881	20.865814785364	39.0100507569397	6.79032468275434e-09	3.70261315340188e-07	11.4781556486841	1	E. coli	E. coli MS511R
wp_000770889.1	3	conserved	conserved within species	AIL16078.1	wp_000770889.1	AIL16078.1	colanic acid biosynthesis pyruvyl transferase WcaK	nodrug	nodrug	MS346R	25922S	Ecoli_25922	1.7807270318012	18.7081736216162	32.3859728739761	3.49106156640629e-06	8.96981925617514e-05	5.54510997824978	1	E. coli	E. coli MS346R
wp_000770889.1	3	conserved	conserved within species	AIL16078.1	wp_000770889.1	AIL16078.1	colanic acid biosynthesis pyruvyl transferase WcaK	nodrug	nodrug	MS511R	25922S	Ecoli_25922	2.31406869691334	18.9748444541722	59.9083719277875	4.31370901524766e-10	1.04890510151924e-07	14.2947760779413	1	E. coli	E. coli MS511R
wp_000770889.1	3	conserved	conserved within species	AIL16078.1	wp_000770889.1	AIL16078.1	colanic acid biosynthesis pyruvyl transferase WcaK	nodrug	nodrug	MS529R	25922S	Ecoli_25922	1.31118655671809	18.4734033840746	45.2710089113854	8.65192015224694e-06	0.000606561402102	4.96143342522892	1	E. coli	E. coli MS529R
MarA	4	conserved	conserved across species	AIL17960.1	wp_000091198.1	AIL17960.1	multiple antibiotic resistance protein marA	nodrug	nodrug	MS346R	25922S	Ecoli_25922	1.63316181521277	18.0091548210086	30.185802528116	4.68115639711567e-06	0.000112062317165	5.21013459745219	1	E. coli	E. coli MS346R
MarA	4	conserved	conserved across species	AIL17960.1	wp_000091198.1	AIL17960.1	multiple antibiotic resistance protein marA	nodrug	nodrug	MS511R	25922S	Ecoli_25922	1.93565582226584	18.1604018245351	46.866551790215	2.09037427210951e-09	1.57823257544268e-07	12.7150185537835	1	E. coli	E. coli MS511R
MarA	4	conserved	conserved across species	PRZ_00353	soxs_1	PRZ_00353	Multiple antibiotic resistance protein MarA	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	3.39571201671065	20.1642177482726	76.1366649884442	5.21258614232672e-08	1.07588081631635e-05	9.82830446469536	1	K. pneumoniae	K. pneumoniae MS530R
MarA	4	conserved	conserved across species	PRZ_00353	soxs_1	PRZ_00353	Multiple antibiotic resistance protein MarA	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	3.12972084427976	20.0312221620572	63.2506764546162	7.53186016057175e-18	8.67168166487161e-16	31.4848395703809	1	K. pneumoniae	K. pneumoniae MS493R
AdhE	6	conserved	conserved across species	AIL18019.1	wp_000301660.1	AIL18019.1	aldehyde-alcohol dehydrogenase	nodrug	nodrug	MS346R	25922S	Ecoli_25922	-1.13554287006269	26.5531426884984	-27.339221321823	7.07280493639348e-06	0.000153631398192	4.73317678997288	1	E. coli	E. coli MS346R
