og1	count	conservation	cross_species_conservation	protein_ID	og	gene_name	description	Condition_treatment	Condition_control	Strain_treatment	Strain_control	species_analyzed	logFC	AveExpr	t	P.Value	adj.P.Val	B	hit	species	complete_name
Group_10630	1	strain-specific	strain-specific	PBBIODIN_05153	Group_10630	PBBIODIN_05153	hypothetical protein	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	-1.091453338	20.45149033	-28.41743081	3.34E-07	4.64E-06	7.457499327	1	K. pneumoniae	K. pneumoniae MS299R
GatA	1	strain-specific	strain-specific	2778_01643	Group_10665	2778_01643	Glutamyl-tRNA(Gln) amidotransferase subunit A	nodrug	nodrug	MS72R	2778S	Abaumanii_2778	-1.00860186	20.68488092	-25.01778457	2.40E-17	9.12E-16	29.53743781	1	A. baumannii	A. baumannii MS72R
Group_1168	1	strain-specific	strain-specific	2778_03781	Group_1168	2778_03781	hypothetical protein	nodrug	nodrug	MS72R	2778S	Abaumanii_2778	1.039047536	19.67363195	23.3244489	1.03E-16	3.42E-15	28.0365933	1	A. baumannii	A. baumannii MS72R
Group_12322	1	strain-specific	strain-specific	2778_01630	Group_12322	2778_01630	hypothetical protein	nodrug	nodrug	MS72R	2778S	Abaumanii_2778	1.460511521	25.81969854	36.47155313	8.95E-21	6.67E-19	37.66284232	1	A. baumannii	A. baumannii MS72R
Group_12342	2	conserved	conserved within species	MS02-S_03814	Group_12342	MS02-S_03814	hypothetical protein	Nx	nodrug	MS02S	MS02S	Kpneumoniae_MS02	2.051797765	21.16572035	11.77333495	0.00031323	0.010789042	1.123834031	1	K. pneumoniae	K. pneumoniae MS02S
Group_12342	2	conserved	conserved within species	PRZ_01004	Group_12342	PRZ_01004	hypothetical protein	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	1.091297635	18.84495918	8.118942921	1.66E-06	4.23E-06	3.943655826	1	K. pneumoniae	K. pneumoniae MS493R
IlvA	2	conserved	conserved within species	PBBIODIN_04600	Group_12951	PBBIODIN_04600	L-threonine dehydratase biosynthetic IlvA	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	1.085642173	23.62135208	26.12505888	5.30E-07	6.35E-06	6.932034501	1	K. pneumoniae	K. pneumoniae MS299R
IlvA	2	conserved	conserved within species	PBBIODIN_04600	Group_12951	PBBIODIN_04600	L-threonine dehydratase biosynthetic IlvA	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.110683188	23.63387258	34.08581486	2.14E-06	3.04E-05	5.822771884	1	K. pneumoniae	K. pneumoniae MS274R
KdpB	3	conserved	conserved within species	PBBIODIN_02992	Group_12990	PBBIODIN_02992	Potassium-transporting ATPase ATP-binding subunit	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	1.979769431	23.61620321	51.65011261	1.24E-08	1.03E-06	11.06624083	1	K. pneumoniae	K. pneumoniae MS299R
KdpB	3	conserved	conserved within species	PBBIODIN_02992	Group_12990	PBBIODIN_02992	Potassium-transporting ATPase ATP-binding subunit	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.318481814	23.2855594	29.62934398	3.89E-06	4.25E-05	5.11418323	1	K. pneumoniae	K. pneumoniae MS274R
KdpB	3	conserved	conserved within species	PBBIODIN_02992	Group_12990	PBBIODIN_02992	Potassium-transporting ATPase ATP-binding subunit	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	2.849960054	24.05129852	98.06691611	2.43E-11	1.09E-08	17.16057301	1	K. pneumoniae	K. pneumoniae MS311R
LysC	1	strain-specific	strain-specific	PBBIODIN_03868	Group_13000	PBBIODIN_03868	Lysine-sensitive aspartokinase 3	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	1.215099849	25.22370808	30.27330085	2.36E-07	3.63E-06	7.850950223	1	K. pneumoniae	K. pneumoniae MS299R
Group_13015	1	strain-specific	strain-specific	PBBIODIN_01381	Group_13015	PBBIODIN_01381	hypothetical protein	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.020440838	20.87578371	28.3230347	4.72E-06	4.84E-05	4.884718627	1	K. pneumoniae	K. pneumoniae MS274R
Group_13069	3	conserved	conserved within species	PBBIODIN_01300	Group_13069	PBBIODIN_01300	hypothetical protein	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	-1.365026024	21.62211023	-32.33510205	1.64E-07	2.88E-06	8.258756247	1	K. pneumoniae	K. pneumoniae MS299R
Group_13069	3	conserved	conserved within species	PBBIODIN_01300	Group_13069	PBBIODIN_01300	hypothetical protein	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	-1.099328535	21.75495898	-10.90006649	0.000271253	0.000688175	-0.020057616	1	K. pneumoniae	K. pneumoniae MS274R
Group_13069	3	conserved	conserved within species	PBBIODIN_01300	Group_13069	PBBIODIN_01300	hypothetical protein	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	-1.379475662	21.61488542	-39.18603611	8.15E-09	1.28E-07	11.06226623	1	K. pneumoniae	K. pneumoniae MS311R
Group_1311	1	strain-specific	strain-specific	D0CCI1	Group_1311	kup	Probable potassium transport system protein kup	nodrug	nodrug	MS69R	19606S	Acinetobacter baumannii (strain ATCC 19606 / DSM 30007 / JCM 6841 / CCUG 19606 / CIP 70.34 / NBRC 109757 / NCIMB 12457 / NCTC 12156 / 81) OX=575584	-1.913897917	21.51195609	-45.15328808	2.02E-06	0.000415625	6.307076872	1	A. baumannii	A. baumannii MS69R
Group_13178	3	conserved	conserved within species	PBBIODIN_03272	Group_13178	PBBIODIN_03272	hypothetical protein	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	1.515651931	21.11918495	39.46616503	5.48E-08	1.62E-06	9.476495258	1	K. pneumoniae	K. pneumoniae MS299R
Group_13178	3	conserved	conserved within species	PBBIODIN_03272	Group_13178	PBBIODIN_03272	hypothetical protein	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.568604688	21.14566133	31.45280472	3.01E-06	3.74E-05	5.417107824	1	K. pneumoniae	K. pneumoniae MS274R
Group_13178	3	conserved	conserved within species	PBBIODIN_03272	Group_13178	PBBIODIN_03272	hypothetical protein	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.595244392	21.15898118	46.30050856	2.83E-09	6.44E-08	12.23271106	1	K. pneumoniae	K. pneumoniae MS311R
Ddc	3	conserved	conserved within species	PBBIODIN_00082	Group_1335	PBBIODIN_00082	"L-2,4-diaminobutyrate decarboxylase"	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	-1.289066101	25.32791671	-31.48787564	1.90E-07	3.12E-06	8.094682608	1	K. pneumoniae	K. pneumoniae MS299R
Ddc	3	conserved	conserved within species	PBBIODIN_00082	Group_1335	PBBIODIN_00082	"L-2,4-diaminobutyrate decarboxylase"	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	-1.285242512	25.32982851	-38.15838199	1.32E-06	2.31E-05	6.38737345	1	K. pneumoniae	K. pneumoniae MS274R
Ddc	3	conserved	conserved within species	PBBIODIN_00082	Group_1335	PBBIODIN_00082	"L-2,4-diaminobutyrate decarboxylase"	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	-1.172677724	25.3861109	-37.69161301	1.04E-08	1.44E-07	10.78750685	1	K. pneumoniae	K. pneumoniae MS311R
HycE	2	conserved	conserved within species	PBBIODIN_02655	Group_13448	PBBIODIN_02655	Formate hydrogenlyase subunit 5	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	1.279288728	22.86294265	22.79264966	1.12E-06	1.09E-05	6.075161348	1	K. pneumoniae	K. pneumoniae MS299R
HycE	2	conserved	conserved within species	PBBIODIN_02655	Group_13448	PBBIODIN_02655	Formate hydrogenlyase subunit 5	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	2.282238286	23.36441743	66.15093623	1.24E-07	8.52E-06	9.003541395	1	K. pneumoniae	K. pneumoniae MS274R
Group_13510	3	conserved	conserved within species	PBBIODIN_05165	Group_13510	PBBIODIN_05165	hypothetical protein	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	1.021505191	23.78930691	25.96466186	5.48E-07	6.42E-06	6.89346706	1	K. pneumoniae	K. pneumoniae MS299R
Group_13510	3	conserved	conserved within species	PBBIODIN_05165	Group_13510	PBBIODIN_05165	hypothetical protein	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.485491766	24.0213002	41.5192194	9.16E-07	1.97E-05	6.805103674	1	K. pneumoniae	K. pneumoniae MS274R
Group_13510	3	conserved	conserved within species	PBBIODIN_05165	Group_13510	PBBIODIN_05165	hypothetical protein	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.009608306	23.78335847	32.99764628	2.42E-08	2.49E-07	9.843396339	1	K. pneumoniae	K. pneumoniae MS311R
Group_13642	2	conserved	conserved within species	PBBIODIN_05123	Group_13642	PBBIODIN_05123	hypothetical protein	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	-1.793154588	23.84264973	-34.3544516	1.18E-07	2.35E-06	8.631649041	1	K. pneumoniae	K. pneumoniae MS299R
Group_13642	2	conserved	conserved within species	PBBIODIN_05123	Group_13642	PBBIODIN_05123	hypothetical protein	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	-1.70989451	23.88427977	-53.42217082	3.10E-07	1.27E-05	8.021729404	1	K. pneumoniae	K. pneumoniae MS274R
Group_13690	1	strain-specific	strain-specific	PBBIODIN_01653	Group_13690	PBBIODIN_01653	hypothetical protein	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.201144584	21.08918332	41.31398743	5.83E-09	1.02E-07	11.43484762	1	K. pneumoniae	K. pneumoniae MS311R
Group_13899	2	conserved	conserved within species	PRZ_00312	Group_13899	PRZ_00312	hypothetical protein	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	2.863780751	22.86829392	32.52016878	2.15E-06	4.26E-05	5.88137361	1	K. pneumoniae	K. pneumoniae MS530R
Group_13899	2	conserved	conserved within species	PRZ_00312	Group_13899	PRZ_00312	hypothetical protein	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	2.670071671	22.77143938	40.3626855	2.83E-15	6.25E-14	25.38569088	1	K. pneumoniae	K. pneumoniae MS493R
Group_13935	1	strain-specific	strain-specific	PRZ_01043	Group_13935	PRZ_01043	hypothetical protein	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	1.190698884	19.6170389	19.8125506	3.05E-11	2.30E-10	15.56071007	1	K. pneumoniae	K. pneumoniae MS493R
Group_13985	2	conserved	conserved within species	PRZ_05168	Group_13985	PRZ_05168	hypothetical protein	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	2.486143397	21.41549953	52.03737903	2.76E-07	1.55E-05	8.171272924	1	K. pneumoniae	K. pneumoniae MS530R
Group_13985	2	conserved	conserved within species	PRZ_05168	Group_13985	PRZ_05168	hypothetical protein	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	2.48489221	21.41487394	57.78725305	2.49E-17	1.79E-15	30.27637016	1	K. pneumoniae	K. pneumoniae MS493R
RecF	3	conserved	conserved within species	PBBIODIN_00925	Group_14305	PBBIODIN_00925	DNA replication and repair protein RecF	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	1.493278452	20.15335692	37.66935275	7.08E-08	1.81E-06	9.194240759	1	K. pneumoniae	K. pneumoniae MS299R
RecF	3	conserved	conserved within species	PBBIODIN_00925	Group_14305	PBBIODIN_00925	DNA replication and repair protein RecF	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.719019853	20.26622762	47.74439452	5.03E-07	1.50E-05	7.485889542	1	K. pneumoniae	K. pneumoniae MS274R
RecF	3	conserved	conserved within species	PBBIODIN_00925	Group_14305	PBBIODIN_00925	DNA replication and repair protein RecF	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.545289326	20.17936236	46.80400599	2.65E-09	6.27E-08	12.30803738	1	K. pneumoniae	K. pneumoniae MS311R
NifJ	3	conserved	conserved within species	PBBIODIN_02914	Group_14375	PBBIODIN_02914	Pyruvate-flavodoxin oxidoreductase	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	2.187920519	22.9431587	55.11172121	8.69E-09	9.50E-07	11.43680967	1	K. pneumoniae	K. pneumoniae MS299R
NifJ	3	conserved	conserved within species	PBBIODIN_02914	Group_14375	PBBIODIN_02914	Pyruvate-flavodoxin oxidoreductase	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.722459343	22.71042811	51.64569154	3.59E-07	1.27E-05	7.861694505	1	K. pneumoniae	K. pneumoniae MS274R
NifJ	3	conserved	conserved within species	PBBIODIN_02914	Group_14375	PBBIODIN_02914	Pyruvate-flavodoxin oxidoreductase	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.898633611	22.79851524	61.71236192	4.59E-10	2.57E-08	14.20253558	1	K. pneumoniae	K. pneumoniae MS311R
Group_14441	1	strain-specific	strain-specific	PBBIODIN_03717	Group_14441	PBBIODIN_03717	hypothetical protein	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	-1.306522677	25.4348627	-43.49422297	4.21E-09	8.05E-08	11.79583995	1	K. pneumoniae	K. pneumoniae MS311R
Group_14481	1	strain-specific	strain-specific	PBBIODIN_05040	Group_14481	PBBIODIN_05040	hypothetical protein	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.102790223	22.40599546	36.85435774	1.20E-08	1.54E-07	10.62848798	1	K. pneumoniae	K. pneumoniae MS311R
PntAA	1	strain-specific	strain-specific	2778_03155	Group_145	2778_03155	NAD(P) transhydrogenase subunit alpha part 1	nodrug	nodrug	MS72R	2778S	Abaumanii_2778	-1.119583188	23.71997113	-25.8629412	1.21E-17	4.86E-16	30.25067474	1	A. baumannii	A. baumannii MS72R
XecA1	2	conserved	conserved within species	PRZ_01940	Group_14526	PRZ_01940	2-hydroxypropyl-CoM lyase	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	-1.76173419	23.42901826	-30.13262706	3.00E-06	5.01E-05	5.495014718	1	K. pneumoniae	K. pneumoniae MS530R
XecA1	2	conserved	conserved within species	PRZ_01940	Group_14526	PRZ_01940	2-hydroxypropyl-CoM lyase	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	-1.726057446	23.44685663	-40.33615132	2.86E-15	6.25E-14	25.37663813	1	K. pneumoniae	K. pneumoniae MS493R
LicB	2	conserved	conserved within species	PBBIODIN_04110	Group_14546	PBBIODIN_04110	"PTS system N,N-diacetylchitobiose-specific EIIB component"	Nx	nodrug	MS55S	MS55S	Kpneumoniae_MS55	0.037432293	21.66212075	0.666524354	0.528998706	0.899846144	-7.009949777	0	K. pneumoniae	K. pneumoniae MS55S
LicB	2	conserved	conserved within species	PRZ_01104	Group_14546	PRZ_01104	"PTS system N,N-diacetylchitobiose-specific EIIB component"	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	-1.128144021	21.50668003	-13.00744449	0.000114732	0.000587959	1.142046093	1	K. pneumoniae	K. pneumoniae MS530R
Dld	1	strain-specific	strain-specific	PBBIODIN_00864	Group_14923	PBBIODIN_00864	Quinone-dependent D-lactate dehydrogenase	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.026672228	24.9775236	34.93486161	1.68E-08	1.97E-07	10.24909034	1	K. pneumoniae	K. pneumoniae MS311R
Group_14962	1	strain-specific	strain-specific	MS02-S_01565	Group_14962	MS02-S_01565	hypothetical protein	nodrug	nodrug	MS366R	MS02S	Kpneumoniae_MS02	1.250163331	20.35812655	28.038159	9.43E-07	7.31E-05	6.740226467	1	K. pneumoniae	K. pneumoniae MS366R
Group_14992	2	conserved	conserved within species	PRZ_00382	Group_14992	PRZ_00382	hypothetical protein	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	-1.389181373	19.6780445	-27.14486268	4.74E-06	6.97E-05	4.961651033	1	K. pneumoniae	K. pneumoniae MS530R
Group_14992	2	conserved	conserved within species	PRZ_00382	Group_14992	PRZ_00382	hypothetical protein	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	-1.479524224	19.63287307	-34.58366704	2.16E-14	3.66E-13	23.25340313	1	K. pneumoniae	K. pneumoniae MS493R
Group_15006	2	conserved	conserved within species	PRZ_04493	Group_15006	PRZ_04493	hypothetical protein	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	3.493379773	21.9646014	57.39134448	1.80E-07	1.24E-05	8.619355741	1	K. pneumoniae	K. pneumoniae MS530R
Group_15006	2	conserved	conserved within species	PRZ_04493	Group_15006	PRZ_04493	hypothetical protein	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	3.045357778	21.7405904	59.70405805	1.62E-17	1.33E-15	30.71426938	1	K. pneumoniae	K. pneumoniae MS493R
Group_15013	4	conserved	conserved within species	PBBIODIN_04423	Group_15013	PBBIODIN_04423	hypothetical protein	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	1.213489564	23.0901972	28.99315833	2.99E-07	4.34E-06	7.582421943	1	K. pneumoniae	K. pneumoniae MS299R
Group_15013	4	conserved	conserved within species	PBBIODIN_04423	Group_15013	PBBIODIN_04423	hypothetical protein	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.448467733	23.20768629	46.60154941	2.72E-09	6.37E-08	12.27785562	1	K. pneumoniae	K. pneumoniae MS311R
PqiC	4	conserved	conserved within species	PRZ_00783	Group_15013	PRZ_00783	Intermembrane transport lipoprotein PqiC	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	1.978210587	21.40247744	30.20268093	2.97E-06	5.01E-05	5.506822803	1	K. pneumoniae	K. pneumoniae MS530R
PqiC	4	conserved	conserved within species	PRZ_00783	Group_15013	PRZ_00783	Intermembrane transport lipoprotein PqiC	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	2.031687867	21.42921608	47.0670219	3.74E-16	1.14E-14	27.49373069	1	K. pneumoniae	K. pneumoniae MS493R
Group_15030	1	strain-specific	strain-specific	PRZ_00856	Group_15030	PRZ_00856	hypothetical protein	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	-1.067894552	16.95930511	-25.00903224	1.50E-12	1.49E-11	18.76828201	1	K. pneumoniae	K. pneumoniae MS493R
Group_15073	1	strain-specific	strain-specific	PBBIODIN_01053	Group_15073	PBBIODIN_01053	hypothetical protein	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.105347822	21.88311857	36.98289679	1.17E-08	1.53E-07	10.65314748	1	K. pneumoniae	K. pneumoniae MS311R
Group_15078	2	conserved	conserved within species	PRZ_02324	Group_15078	PRZ_02324	hypothetical protein	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	1.859485415	21.04260819	34.20717057	1.73E-06	3.87E-05	6.135913791	1	K. pneumoniae	K. pneumoniae MS530R
Group_15078	2	conserved	conserved within species	PRZ_02324	Group_15078	PRZ_02324	hypothetical protein	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	1.834364778	21.03004787	42.12600731	1.61E-15	3.82E-14	25.9738159	1	K. pneumoniae	K. pneumoniae MS493R
Group_15079	2	conserved	conserved within species	PRZ_02326	Group_15079	PRZ_02326	hypothetical protein	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	2.663087293	20.69517151	32.468026	2.17E-06	4.26E-05	5.873273755	1	K. pneumoniae	K. pneumoniae MS530R
Group_15079	2	conserved	conserved within species	PRZ_02326	Group_15079	PRZ_02326	hypothetical protein	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	2.520002878	20.62362931	58.90684947	1.93E-17	1.51E-15	30.53405677	1	K. pneumoniae	K. pneumoniae MS493R
Group_15086	3	conserved	conserved within species	PBBIODIN_04502	Group_15086	PBBIODIN_04502	hypothetical protein	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	-1.092467576	20.60754655	-25.18916542	6.47E-07	7.24E-06	6.703412214	1	K. pneumoniae	K. pneumoniae MS299R
Group_15086	3	conserved	conserved within species	PBBIODIN_04502	Group_15086	PBBIODIN_04502	hypothetical protein	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	-1.132036339	20.58776217	-34.9470154	1.92E-06	2.89E-05	5.948123715	1	K. pneumoniae	K. pneumoniae MS274R
Group_15086	3	conserved	conserved within species	PBBIODIN_04502	Group_15086	PBBIODIN_04502	hypothetical protein	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	-1.06900281	20.61927894	-23.04525569	2.32E-07	1.26E-06	7.275593975	1	K. pneumoniae	K. pneumoniae MS311R
FadB	1	strain-specific	strain-specific	PBBIODIN_04669	Group_15128	PBBIODIN_04669	Fatty acid oxidation complex subunit alpha	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.021079188	19.79760192	20.83177985	1.75E-05	0.000111875	3.30927402	1	K. pneumoniae	K. pneumoniae MS274R
Group_15131	2	conserved	conserved within species	PBBIODIN_04868	Group_15131	PBBIODIN_04868	hypothetical protein	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	-1.444847727	21.12882508	-36.51567159	8.40E-08	1.94E-06	9.004915723	1	K. pneumoniae	K. pneumoniae MS299R
Group_15131	2	conserved	conserved within species	PBBIODIN_04868	Group_15131	PBBIODIN_04868	hypothetical protein	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	-1.352644178	21.17492686	-32.62836088	2.57E-06	3.41E-05	5.602586117	1	K. pneumoniae	K. pneumoniae MS274R
Group_15136	3	conserved	conserved within species	PBBIODIN_03890	Group_15136	PBBIODIN_03890	hypothetical protein	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	-3.196411248	25.09470351	-82.24966698	9.54E-10	5.11E-07	13.56422741	1	K. pneumoniae	K. pneumoniae MS299R
Group_15136	3	conserved	conserved within species	PBBIODIN_03890	Group_15136	PBBIODIN_03890	hypothetical protein	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	-3.168220954	25.10879866	-77.87544121	6.15E-08	7.57E-06	9.711100136	1	K. pneumoniae	K. pneumoniae MS274R
Group_15136	3	conserved	conserved within species	PBBIODIN_03890	Group_15136	PBBIODIN_03890	hypothetical protein	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	-2.744727398	25.32054544	-89.61218305	4.30E-11	1.10E-08	16.61407943	1	K. pneumoniae	K. pneumoniae MS311R
Group_15157	1	strain-specific	strain-specific	PRZ_02886	Group_15157	PRZ_02886	hypothetical protein	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	1.076118707	23.71971691	24.65107217	1.81E-12	1.79E-11	18.56907557	1	K. pneumoniae	K. pneumoniae MS493R
BANRA_01232	3	conserved	conserved within species	PBBIODIN_02536	Group_15215	PBBIODIN_02536	6-deoxy-6-sulfogluconolactonase	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	2.107005343	23.61954626	54.34113034	9.39E-09	9.80E-07	11.35686992	1	K. pneumoniae	K. pneumoniae MS299R
BANRA_01232	3	conserved	conserved within species	PBBIODIN_02536	Group_15215	PBBIODIN_02536	6-deoxy-6-sulfogluconolactonase	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	2.191946796	23.66201698	68.85861816	1.04E-07	8.26E-06	9.181278383	1	K. pneumoniae	K. pneumoniae MS274R
BANRA_01232	3	conserved	conserved within species	PBBIODIN_02536	Group_15215	PBBIODIN_02536	6-deoxy-6-sulfogluconolactonase	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.913460399	23.52277379	62.80933644	4.10E-10	2.48E-08	14.32078412	1	K. pneumoniae	K. pneumoniae MS311R
Group_15246	1	strain-specific	strain-specific	PRZ_00351	Group_15246	PRZ_00351	hypothetical protein	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	1.152420871	20.19758688	26.8596564	5.91E-13	6.75E-12	19.7554794	1	K. pneumoniae	K. pneumoniae MS493R
SpeD	3	conserved	conserved within species	PBBIODIN_01862	Group_15329	PBBIODIN_01862	S-adenosylmethionine decarboxylase proenzyme	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	-1.005389307	19.62613725	-26.11165793	5.31E-07	6.35E-06	6.928821761	1	K. pneumoniae	K. pneumoniae MS299R
SpeD	3	conserved	conserved within species	PBBIODIN_01862	Group_15329	PBBIODIN_01862	S-adenosylmethionine decarboxylase proenzyme	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	-1.143295683	19.55718406	-34.86923266	1.94E-06	2.89E-05	5.936941184	1	K. pneumoniae	K. pneumoniae MS274R
SpeD	3	conserved	conserved within species	PBBIODIN_01862	Group_15329	PBBIODIN_01862	S-adenosylmethionine decarboxylase proenzyme	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	-1.088427866	19.58461797	-36.47780098	1.28E-08	1.62E-07	10.55572273	1	K. pneumoniae	K. pneumoniae MS311R
Group_15387	2	conserved	conserved within species	PBBIODIN_00477	Group_15387	PBBIODIN_00477	hypothetical protein	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	-1.115103552	21.40014233	-28.4391327	3.32E-07	4.64E-06	7.462256908	1	K. pneumoniae	K. pneumoniae MS299R
Group_15387	2	conserved	conserved within species	PBBIODIN_00477	Group_15387	PBBIODIN_00477	hypothetical protein	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	-1.525419476	21.19498436	-41.95339212	5.29E-09	9.49E-08	11.54280071	1	K. pneumoniae	K. pneumoniae MS311R
Group_15552	2	conserved	conserved within species	PBBIODIN_00238	Group_15552	PBBIODIN_00238	putative protein	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	-1.305647373	20.23999327	-18.71118552	3.29E-06	2.34E-05	4.83071439	1	K. pneumoniae	K. pneumoniae MS299R
Group_15552	2	conserved	conserved within species	PBBIODIN_00238	Group_15552	PBBIODIN_00238	putative protein	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	-1.268490503	20.25857171	-29.42805589	4.01E-06	4.30E-05	5.079532313	1	K. pneumoniae	K. pneumoniae MS274R
Group_15744	1	strain-specific	strain-specific	PBBIODIN_02785	Group_15744	PBBIODIN_02785	hypothetical protein	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.005439469	22.88313076	34.58091208	1.80E-08	2.04E-07	10.17674732	1	K. pneumoniae	K. pneumoniae MS311R
Group_15756	2	conserved	conserved within species	PRZ_04274	Group_15756	PRZ_04274	hypothetical protein	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	1.590385284	20.89143471	35.92682214	1.39E-06	3.34E-05	6.381301254	1	K. pneumoniae	K. pneumoniae MS530R
Group_15756	2	conserved	conserved within species	PRZ_04274	Group_15756	PRZ_04274	hypothetical protein	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	1.979818356	21.08615125	30.25231538	1.25E-13	1.76E-12	21.40190831	1	K. pneumoniae	K. pneumoniae MS493R
Dat_1	3	conserved	conserved within species	PBBIODIN_00081	Group_1592	PBBIODIN_00081	Diaminobutyrate--2-oxoglutarate aminotransferase	nodrug	nodrug	MS299R	MS55S	Kpneumoniae_MS55	-1.399982843	26.05924177	-35.7138902	9.50E-08	2.07E-06	8.869366353	1	K. pneumoniae	K. pneumoniae MS299R
