Label,Area,Perimeter,Circularity,EulerNumber,Box.X.Min,Box.X.Max,Box.Y.Min,Box.Y.Max,Centroid.X,Centroid.Y,Ellipse.Center.X,Ellipse.Center.Y,Ellipse.Radius1,Ellipse.Radius2,Ellipse.Orientation,Ellipse.Elong,ConvexArea,Convexity,MaxFeretDiam,MaxFeretDiamAngle,OBox.Center.X,OBox.Center.Y,OBox.Length,OBox.Width,OBox.Orientation,GeodesicDiameter,Tortuosity,InscrDisc.Center.X,InscrDisc.Center.Y,InscrDisc.Radius,AverageThickness,GeodesicElongation,Mask_Path
30,231,70.791,0.579,1,425,444,42,70,434.284,55.647,434.284,55.647,15.889,4.775,60.533,3.327,252,0.917,30.529,58.392,434.433,56.305,30.478,10.092,61.699,30.414,0.996,429,46,4,6.727,3.802,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
31,256,71.901,0.622,1,35,64,43,61,48.738,52.305,48.738,52.305,16.076,5.267,24.018,3.052,274,0.934,30.364,17.241,48.900,52.700,29.963,11.180,26.565,31.014,1.021,40,48,5,7.737,3.101,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
32,482,144.358,0.291,2,79,482,43,74,302.959,57.676,302.959,57.676,382.337,15.042,0.072,25.418,11243,0.043,403.079,1.137,280.616,56.557,403.060,30.897,0.579,Infinity,Infinity,468,50,5,7.000,Infinity,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
33,146,50.909,0.708,1,474,486,46,66,480.404,55.514,480.404,55.514,10.699,4.413,67.540,2.425,154,0.948,21.541,68.199,480.600,55.700,21.466,9.391,63.435,21.814,1.013,477,49,4,5.875,2.727,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
34,457,134.782,0.316,2,60,140,48,76,101.679,60.277,101.679,60.277,58.308,10.663,7.454,5.468,1483,0.308,81.049,9.230,101.140,59.520,81.034,23.335,8.130,Infinity,Infinity,73,55,5,6.600,Infinity,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
35,324,87.070,0.537,1,502,520,54,91,510.849,72.549,510.849,72.549,20.672,5.207,70.027,3.970,358,0.905,38.328,74.876,510.664,72.968,38.226,11.185,70.710,39.214,1.023,506,60,5,7.593,3.921,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
36,135,46.562,0.783,1,442,457,58,74,449.515,66.263,449.515,66.263,9.625,4.593,52.395,2.096,144,0.938,19.209,51.340,449.485,66.809,19.036,9.947,59.036,19.214,1.000,446,62,4,6.333,2.402,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
37,375,114.211,0.361,2,88,470,58,88,241.113,70.687,241.113,70.687,360.277,11.944,-1.061,30.165,8317,0.045,382.064,178.950,278.997,72.972,382.033,28.011,179.683,Infinity,Infinity,92,68,5,7.250,Infinity,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
38,223,66.998,0.624,1,114,136,60,83,125.074,72.141,125.074,72.141,15.564,4.744,48.773,3.281,244,0.914,30.414,46.332,124.196,72.211,30.411,10.783,47.121,30.214,0.993,118,63,4,6.889,3.777,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
39,165,59.375,0.588,1,488,499,60,85,493.712,71.658,493.712,71.658,13.457,4.002,72.781,3.363,182,0.907,26.571,70.201,494.100,72.300,26.563,8.854,71.565,27.014,1.017,491,64,4,5.435,3.377,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
40,335,105.151,0.381,1,97,120,61,89,106.043,72.984,106.043,72.984,14.366,11.214,-61.176,1.281,464,0.722,29.155,112.166,108.714,74.634,28.128,22.725,86.634,40.014,1.372,101,65,4,6.122,5.002,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
41,216,58.494,0.793,1,429,444,65,87,436.019,75.866,436.019,75.866,12.200,5.733,69.709,2.128,229,0.943,24.187,60.255,436.147,75.656,23.946,11.973,73.301,24.214,1.001,435,73,6,8.571,2.018,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
42,123,45.316,0.753,1,482,492,65,83,486.435,73.898,486.435,73.898,9.444,4.233,77.005,2.231,133,0.925,18.682,74.476,486.200,74.100,18.657,9.171,71.565,19.214,1.029,485,69,4,5.533,2.402,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
43,418,131.506,0.304,2,440,513,67,98,483.981,80.957,483.981,80.957,55.026,13.130,8.180,4.191,1507,0.277,77.833,20.298,478.560,75.674,77.468,29.216,14.744,Infinity,Infinity,507,89,5,6.842,Infinity,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
44,237,66.538,0.673,1,71,88,69,94,80.129,82.171,80.129,82.171,14.394,5.440,-60.296,2.646,259,0.915,29.155,120.964,81.005,81.825,29.141,12.317,122.735,29.014,0.995,81,80,5,7.778,2.901,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
45,288,74.583,0.651,1,458,484,71,89,471.434,79.368,471.434,79.368,12.506,7.867,14.547,1.590,319,0.903,27.313,23.749,470.400,78.700,27.280,16.994,26.565,27.814,1.018,472,78,7,6.871,1.987,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
46,208,62.611,0.667,1,105,116,74,101,110.385,87.990,110.385,87.990,14.045,4.845,84.818,2.899,226,0.920,27.659,77.471,109.954,87.631,27.536,10.171,82.875,28.414,1.027,110,89,5,7.000,2.841,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
47,152,51.560,0.719,1,114,123,78,100,118.539,88.421,118.539,88.421,11.240,4.405,83.956,2.552,161,0.944,22.561,77.196,118.500,89.000,22.000,9.000,90.000,23.214,1.029,117,81,4,5.526,2.902,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
48,484,146.675,0.283,2,122,475,81,110,284.411,92.041,284.411,92.041,328.737,11.877,-1.169,27.678,7459,0.065,353.142,1.623,298.500,95.500,353.000,29.000,0.000,Infinity,Infinity,127,89,5,6.840,Infinity,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
49,166,56.923,0.644,1,479,503,83,93,490.922,88.133,490.922,88.133,12.749,4.267,9.841,2.988,182,0.912,24.739,14.036,491.176,87.946,24.660,9.042,9.462,25.414,1.027,486,86,4,6.300,3.177,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
50,192,55.257,0.790,1,436,450,85,106,443.333,95.573,443.333,95.573,10.992,5.700,71.187,1.928,204,0.941,21.587,76.608,443.900,95.700,21.503,12.017,71.565,22.214,1.029,441,91,5,8.333,2.221,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
51,420,131.046,0.307,2,81,505,86,101,295.264,94.474,295.264,94.474,395.977,5.843,0.379,67.771,5326,0.079,424.096,1.216,292.990,95.500,424.069,14.827,0.580,Infinity,Infinity,98,94,5,6.391,Infinity,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
52,227,72.092,0.549,1,449,480,91,103,464.178,97.443,464.178,97.443,16.972,4.383,12.197,3.873,248,0.915,32.573,17.879,464.358,97.755,32.312,9.337,10.620,33.214,1.020,453,95,4,6.538,4.152,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
53,244,69.545,0.634,1,74,102,92,108,87.627,99.807,87.627,99.807,15.626,5.104,18.922,3.061,263,0.928,30.083,21.448,87.950,99.650,30.042,10.752,18.435,30.414,1.011,80,97,5,7.455,3.041,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
54,357,109.959,0.371,2,120,518,96,120,330.693,105.968,330.693,105.968,379.646,8.668,-0.875,43.800,6855,0.052,398.062,178.992,319.050,108.026,398.042,21.084,179.562,Infinity,Infinity,507,102,5,7.370,Infinity,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
55,318,83.929,0.567,1,449,485,99,114,467.164,106.667,467.164,106.667,20.082,5.244,13.357,3.829,353,0.901,37.363,15.524,467.057,106.701,37.235,11.367,10.784,38.214,1.023,457,104,5,7.643,3.821,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
56,335,108.618,0.357,2,102,498,99,125,268.521,108.736,268.521,108.736,373.507,10.175,-1.232,36.709,6710,0.050,396.032,179.277,300.040,111.994,396.021,24.074,179.697,Infinity,Infinity,483,102,4,6.733,Infinity,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
57,197,63.302,0.618,1,112,128,101,126,120.058,113.358,120.058,113.358,14.565,4.372,63.387,3.332,206,0.956,28.302,57.995,119.900,113.300,28.174,9.391,63.435,28.214,0.997,115,104,4,6.895,3.527,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
58,242,70.005,0.621,1,95,115,106,132,104.711,118.988,104.711,118.988,15.436,5.157,56.665,2.993,266,0.910,30.232,55.784,104.961,119.837,30.210,10.918,57.995,30.214,0.999,100,112,5,6.524,3.021,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
59,523,150.507,0.290,2,134,600,107,148,388.598,127.691,388.598,127.691,443.297,15.193,1.527,29.177,13126,0.040,467.388,4.418,367.036,126.744,466.838,29.531,1.637,Infinity,Infinity,138,113,5,7.261,Infinity,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
60,329,80.232,0.642,1,92,104,119,153,97.533,136.160,97.533,136.160,18.458,5.873,89.684,3.143,353,0.932,34.525,79.992,98.000,136.000,34.000,12.000,90.000,35.214,1.020,98,133,6,8.778,2.935,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
61,157,53.916,0.679,1,127,137,119,142,132.105,130.099,132.105,130.099,11.404,4.473,85.965,2.550,170,0.924,23.087,94.970,132.308,130.538,22.749,9.806,78.690,23.614,1.023,131,123,4,6.000,2.952,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
62,649,168.761,0.286,2,565,611,119,154,588.272,135.810,588.272,135.810,23.762,15.358,18.143,1.547,986,0.658,50.567,24.538,587.750,134.750,47.376,26.870,45.000,Infinity,Infinity,592,127,5,7.531,Infinity,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
63,213,69.871,0.548,1,111,124,125,154,116.157,138.894,116.157,138.894,15.512,4.569,-76.626,3.395,243,0.877,30.083,105.422,115.746,139.431,30.083,10.437,105.255,30.814,1.024,118,129,4,5.188,3.852,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
64,140,50.679,0.685,1,119,129,128,150,123.807,138.643,123.807,138.643,11.164,4.070,-75.670,2.743,149,0.940,22.804,105.255,123.850,138.950,22.768,9.171,108.435,23.414,1.027,124,134,4,6.143,2.927,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
65,387,125.358,0.309,2,101,146,131,159,121.110,145.211,121.110,145.211,30.899,12.772,-3.667,2.419,965,0.401,48.466,158.199,123.500,145.000,45.000,28.000,0.000,Infinity,Infinity,106,145,5,6.045,Infinity,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
66,215,61.635,0.711,1,131,148,143,167,139.133,155.114,139.133,155.114,13.504,5.219,-57.270,2.587,226,0.951,26.401,127.304,138.938,154.464,26.201,11.445,120.256,26.414,1.001,139,154,5,7.333,2.641,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
67,554,127.618,0.427,1,608,654,144,172,632.267,156.287,632.267,156.287,25.923,8.129,22.280,3.189,699,0.793,52.355,28.523,632.291,155.111,51.886,19.669,20.854,51.814,0.990,636,154,7,8.469,3.701,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
68,265,77.494,0.555,1,595,626,147,168,610.134,157.292,610.134,157.292,17.900,4.839,30.595,3.699,286,0.927,34.482,29.539,610.512,157.330,34.477,10.394,30.466,34.214,0.992,599,151,4,6.760,4.277,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
69,163,53.591,0.713,1,116,129,149,171,123.003,159.445,123.003,159.445,11.421,4.692,68.127,2.434,176,0.926,23.409,70.017,123.784,159.664,23.373,10.636,66.801,23.814,1.017,123,158,5,6.158,2.381,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
70,603,160.638,0.294,2,92,618,153,185,330.402,165.881,330.402,165.881,499.485,14.438,-0.600,34.595,13469,0.045,526.275,1.851,355.000,169.000,526.000,32.000,0.000,Infinity,Infinity,99,162,6,7.769,Infinity,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
71,196,64.412,0.594,1,110,125,154,180,117.281,166.485,117.281,166.485,14.850,4.295,67.698,3.457,213,0.920,28.636,65.225,117.464,166.794,28.633,9.138,66.038,28.614,0.999,113,157,4,6.619,3.577,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
72,321,79.161,0.644,1,652,681,157,179,666.235,168.397,666.235,168.397,16.930,6.157,32.811,2.750,344,0.933,33.615,30.379,666.346,168.731,33.559,13.035,33.690,33.414,0.994,661,165,6,8.280,2.785,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
73,453,140.431,0.289,2,105,652,159,189,359.120,173.162,359.120,173.162,524.868,12.949,-0.462,40.535,12150,0.037,547.264,1.780,378.414,176.532,547.137,29.942,0.545,Infinity,Infinity,641,171,5,6.435,Infinity,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
74,191,59.049,0.688,1,122,136,165,188,128.877,176.673,128.877,176.673,13.144,4.726,-65.873,2.781,198,0.965,25.554,120.579,128.500,177.000,25.491,9.839,116.565,25.414,0.995,131,169,4,6.765,3.177,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
75,251,77.034,0.532,1,618,649,168,187,633.408,177.193,633.408,177.193,17.980,4.583,25.821,3.923,270,0.930,34.438,25.821,633.500,177.500,34.435,9.391,26.565,34.214,0.993,622,171,4,6.630,4.277,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
76,524,148.016,0.301,2,600,660,170,194,630.437,180.385,630.437,180.385,38.478,9.899,5.739,3.887,1044,0.502,60.407,6.654,630.000,182.000,60.000,24.000,0.000,Infinity,Infinity,605,175,5,7.542,Infinity,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
77,285,85.500,0.490,1,651,668,174,210,659.089,191.847,659.089,191.847,19.918,4.723,-70.435,4.217,322,0.885,37.108,104.036,658.900,191.800,36.999,10.436,108.435,38.014,1.024,657,195,5,6.273,3.801,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
78,467,89.752,0.729,1,661,684,177,209,672.369,192.187,672.369,192.187,16.873,9.137,-66.290,1.847,498,0.938,34.176,110.556,672.293,191.517,34.168,18.012,111.801,34.614,1.013,672,190,9,11.968,1.923,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
79,242,67.324,0.671,1,615,634,185,210,624.769,196.909,624.769,196.909,14.714,5.396,58.370,2.727,258,0.938,29.411,54.689,625.235,196.559,29.326,11.833,59.036,29.414,1.000,621,191,5,7.842,2.941,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
80,235,71.441,0.579,1,637,651,186,216,644.632,200.466,644.632,200.466,16.387,4.771,73.249,3.435,261,0.900,31.321,73.301,645.100,200.800,31.307,10.436,71.565,32.014,1.022,640,190,4,6.520,4.002,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
81,526,152.133,0.286,2,630,687,190,226,658.618,207.373,658.618,207.373,43.764,17.283,1.658,2.532,1729,0.304,60.415,24.444,657.783,209.211,57.566,35.688,3.504,Infinity,Infinity,682,200,5,7.327,Infinity,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
82,209,63.627,0.649,1,656,669,206,233,662.227,219.337,662.227,219.337,14.111,4.782,-72.658,2.951,224,0.933,28.460,108.435,662.160,219.689,28.434,10.302,105.945,29.014,1.019,663,214,5,7.000,2.901,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
83,239,74.448,0.542,1,663,676,208,241,669.529,223.881,669.529,223.881,17.292,4.539,-73.653,3.810,262,0.912,34.205,105.255,669.581,224.524,34.199,10.102,106.390,35.014,1.024,672,212,4,5.933,4.377,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
84,538,135.624,0.368,1,627,659,209,240,639.794,224.465,639.794,224.465,18.729,14.768,-26.786,1.268,762,0.706,40.000,143.130,638.581,219.986,38.827,30.457,125.538,52.214,1.305,631,215,5,7.612,5.221,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
85,190,61.501,0.631,1,669,681,222,247,674.605,234.589,674.605,234.589,13.702,4.498,-73.970,3.046,205,0.927,26.571,109.799,674.500,234.500,26.511,9.753,105.945,27.014,1.017,677,225,4,6.182,3.377,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
86,254,72.552,0.606,1,674,689,224,254,682.079,238.563,682.079,238.563,16.546,5.064,-72.909,3.268,281,0.904,31.953,110.136,682.041,239.159,31.885,10.779,106.390,32.414,1.014,684,229,5,7.273,3.241,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
87,479,104.635,0.550,1,642,669,230,264,657.028,245.523,657.028,245.523,18.209,9.250,55.574,1.968,533,0.899,38.949,60.803,659.250,246.250,37.477,18.385,45.000,38.614,0.991,656,243,9,8.388,2.145,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
88,311,80.406,0.604,1,625,656,237,261,640.494,248.133,640.494,248.133,18.804,5.414,35.084,3.473,331,0.940,36.056,33.690,641.000,248.000,36.056,11.649,33.690,36.014,0.999,630,241,5,8.250,3.601,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
89,477,108.618,0.508,1,666,691,248,281,681.051,262.397,681.051,262.397,17.678,10.390,56.995,1.701,554,0.861,38.275,56.725,682.808,261.538,38.203,22.202,60.255,38.214,0.998,683,265,8,8.814,2.388,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
90,284,78.835,0.574,1,653,675,257,288,663.563,272.708,663.563,272.708,18.450,5.044,58.606,3.658,306,0.928,35.355,61.260,663.799,272.882,35.355,11.413,61.390,35.014,0.990,659,265,5,7.636,3.501,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
91,311,84.754,0.544,1,666,691,263,294,678.294,279.600,678.294,279.600,19.824,5.212,53.560,3.804,337,0.923,37.802,52.524,677.402,279.082,37.771,11.523,50.194,37.814,1.000,678,280,5,7.222,3.781,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
92,393,76.114,0.852,1,1230,1248,523,551,1238.706,536.966,1238.706,536.966,14.302,8.975,-74.655,1.594,411,0.956,30.463,113.199,1239.108,537.138,29.272,17.861,97.125,30.614,1.005,1239,533,9,11.900,1.701,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
93,133,42.865,0.910,1,1218,1229,536,552,1223.996,543.500,1223.996,543.500,8.187,5.251,76.686,1.559,138,0.964,16.763,72.646,1223.500,544.000,16.000,11.000,90.000,17.214,1.027,1223,540,5,7.750,1.721,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
94,159,56.598,0.624,1,1247,1260,536,559,1253.381,548.525,1253.381,548.525,12.833,4.066,66.840,3.156,171,0.930,25.495,64.440,1253.300,547.900,25.298,8.854,71.565,25.414,0.997,1251,544,4,6.176,3.177,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
95,384,86.840,0.640,0,1227,1247,547,576,1236.435,560.854,1236.435,560.854,15.216,8.472,-63.717,1.796,428,0.897,33.121,118.887,1236.176,561.294,32.015,18.433,104.036,32.814,0.991,1233,562,6,6.111,2.735,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
96,261,67.744,0.715,1,1280,1308,552,564,1293.956,557.791,1293.956,557.791,14.563,5.791,-2.076,2.515,280,0.932,28.160,173.884,1294.000,558.000,28.000,12.000,0.000,28.814,1.023,1292,557,6,9.421,2.401,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
97,169,55.352,0.693,1,1243,1253,554,577,1248.441,565.772,1248.441,565.772,12.281,4.450,-82.565,2.760,181,0.934,23.770,104.621,1248.554,565.569,23.567,9.427,97.125,24.414,1.027,1249,558,4,6.714,3.052,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
98,472,130.395,0.349,2,1260,1340,555,577,1302.343,565.237,1302.343,565.237,56.076,7.992,-5.720,7.016,1187,0.398,81.049,170.770,1299.514,564.709,80.904,17.894,174.207,Infinity,Infinity,1324,562,6,8.125,Infinity,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
99,185,60.390,0.637,1,1250,1264,559,582,1256.781,570.462,1256.781,570.462,12.867,4.699,-71.282,2.738,205,0.902,25.080,113.499,1256.550,570.350,24.982,10.119,108.435,25.214,1.005,1259,562,4,6.889,3.152,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
100,367,111.529,0.371,1,1272,1317,561,581,1293.770,568.917,1293.770,568.917,26.414,6.657,-12.881,3.968,541,0.678,47.127,162.719,1293.311,568.719,47.105,15.470,164.476,49.814,1.057,1301,566,5,6.136,4.981,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
101,431,111.434,0.436,1,1313,1347,565,605,1333.052,585.897,1333.052,585.897,26.588,6.317,-55.131,4.209,557,0.774,49.406,125.942,1332.153,586.824,49.391,14.369,124.509,49.414,1.000,1341,571,5,7.486,4.941,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
102,199,65.658,0.580,1,1302,1328,568,586,1314.279,576.163,1314.279,576.163,14.655,4.481,-31.921,3.270,222,0.896,29.530,151.699,1314.210,575.717,29.480,9.958,148.392,29.214,0.989,1317,572,4,5.583,3.652,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
103,361,112.831,0.356,2,1235,1308,570,594,1266.605,578.400,1266.605,578.400,56.027,9.713,-6.890,5.769,1160,0.311,73.110,176.864,1271.500,582.000,73.000,24.000,0.000,Infinity,Infinity,1240,578,5,6.692,Infinity,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
104,161,55.027,0.668,1,1322,1335,570,591,1328.301,579.997,1328.301,579.997,11.833,4.456,-65.465,2.656,180,0.894,23.854,123.024,1328.050,579.850,23.085,10.119,108.435,23.814,0.998,1330,573,4,5.889,2.977,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
105,225,63.492,0.701,1,1227,1238,575,601,1232.384,588.331,1232.384,588.331,14.072,5.238,84.365,2.687,242,0.930,26.476,100.886,1232.512,588.135,26.255,10.593,84.806,27.014,1.020,1231,580,5,7.900,2.701,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
106,322,107.412,0.351,2,1253,1323,576,595,1289.609,584.708,1289.609,584.708,51.811,7.956,1.910,6.512,1048,0.307,70.859,171.069,1287.981,585.509,69.929,18.324,1.102,Infinity,Infinity,1268,579,4,6.375,Infinity,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
107,173,57.248,0.663,1,1244,1254,579,603,1248.870,590.731,1248.870,590.731,12.683,4.425,88.582,2.866,189,0.915,24.515,78.232,1249.004,590.955,24.173,9.959,95.194,24.814,1.012,1248,582,4,6.400,3.102,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
108,202,61.596,0.669,1,1275,1302,579,588,1288.822,583.361,1288.822,583.361,14.220,4.599,-4.112,3.092,212,0.953,27.659,167.471,1288.500,583.500,27.000,9.000,0.000,28.414,1.027,1287,583,5,7.000,2.841,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
109,330,107.412,0.359,2,1253,1300,583,604,1277.033,593.203,1277.033,593.203,29.196,8.959,3.977,3.259,690,0.478,47.518,171.529,1276.645,593.061,46.149,18.779,8.746,Infinity,Infinity,1263,592,5,5.941,Infinity,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
110,170,55.257,0.700,1,1267,1290,588,600,1278.335,593.524,1278.335,593.524,11.920,4.659,-20.397,2.558,181,0.939,24.352,160.821,1278.281,593.196,24.295,10.349,164.745,24.814,1.019,1281,592,5,6.529,2.481,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
111,363,98.487,0.470,1,1288,1323,588,613,1304.676,599.941,1304.676,599.941,20.482,6.478,-28.464,3.162,445,0.816,41.049,145.923,1304.231,598.846,41.048,16.086,146.310,41.014,0.999,1311,597,5,6.737,4.101,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
112,160,50.449,0.790,1,1237,1247,594,615,1242.019,604.288,1242.019,604.288,10.628,4.845,81.828,2.194,167,0.958,21.213,81.870,1242.000,604.500,21.000,10.000,90.000,21.814,1.028,1241,601,5,7.429,2.181,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
113,364,92.338,0.536,1,1330,1367,596,619,1348.085,608.448,1348.085,608.448,21.418,5.759,28.766,3.719,421,0.865,40.719,24.677,1347.863,608.750,40.700,13.362,28.811,40.614,0.997,1336,601,5,8.407,4.061,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
114,361,98.907,0.464,1,1247,1285,597,612,1266.464,604.337,1266.464,604.337,19.974,6.464,-7.670,3.090,436,0.828,39.850,162.474,1266.000,604.500,38.000,15.000,0.000,40.614,1.019,1263,602,5,6.946,4.061,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
115,229,65.293,0.675,1,1228,1243,601,626,1235.317,613.539,1235.317,613.539,14.374,5.243,72.557,2.741,249,0.920,27.731,64.359,1235.262,613.727,27.424,10.808,72.897,27.614,0.996,1233,607,5,7.455,2.761,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
116,167,54.146,0.716,1,1311,1332,602,616,1322.051,608.350,1322.051,608.350,11.459,4.745,-24.233,2.415,178,0.938,22.847,156.801,1321.767,608.212,22.823,10.066,159.444,23.014,1.007,1326,605,4,7.000,2.877,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
117,353,112.219,0.352,2,1269,1308,603,624,1288.256,613.415,1288.256,613.415,21.343,8.885,-1.650,2.402,567,0.623,39.812,168.408,1288.573,613.511,37.975,20.026,8.531,Infinity,Infinity,1278,612,5,6.600,Infinity,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
118,159,54.836,0.664,1,1330,1351,606,622,1340.173,614.607,1340.173,614.607,11.553,4.502,34.191,2.566,169,0.941,22.847,23.199,1340.122,614.730,22.668,9.649,35.538,23.014,1.007,1334,610,4,6.600,2.877,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
119,228,64.412,0.691,1,1241,1266,608,624,1253.044,615.627,1253.044,615.627,13.649,5.437,-20.631,2.510,245,0.931,26.249,162.255,1253.233,615.288,26.217,11.470,159.444,26.814,1.022,1258,613,5,7.889,2.681,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
120,321,90.997,0.487,1,1297,1332,610,626,1314.048,618.562,1314.048,618.562,18.250,6.401,-12.332,2.851,397,0.809,36.688,162.553,1314.494,618.389,35.556,15.254,176.820,37.414,1.020,1308,617,5,7.000,3.741,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
121,223,60.850,0.757,1,1368,1390,611,629,1378.446,620.096,1378.446,620.096,12.995,5.553,34.517,2.340,234,0.953,26.627,34.287,1378.820,620.740,26.600,11.800,36.870,26.614,1.000,1374,617,6,7.588,2.218,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
122,419,124.152,0.342,2,1270,1414,612,634,1340.381,621.820,1340.381,621.820,121.935,8.706,-1.404,14.006,2386,0.176,144.779,174.053,1341.819,619.933,144.576,21.515,177.089,Infinity,Infinity,1401,620,5,7.059,Infinity,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
123,175,53.821,0.759,1,1330,1347,616,635,1338.849,625.306,1338.849,625.306,11.888,4.776,50.131,2.489,183,0.956,23.601,53.616,1338.782,624.829,23.537,10.304,49.399,23.614,1.001,1337,623,5,7.333,2.361,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
124,172,55.027,0.714,1,1349,1373,618,627,1360.890,622.698,1360.890,622.698,12.332,4.547,5.631,2.712,183,0.940,24.515,11.768,1361.000,622.500,24.000,9.000,0.000,25.214,1.029,1353,621,4,6.667,3.152,./nx1.8016_XY2.ome0006_cp_masks_filtered.tif
