plt	time_h	well	raw_od	row	col	cucl2	nitroxoline	strain	cond	well_id	od	tp	fit
3	6.49	E12	0.2702	E	12	3	10	copA2	treatment	3.E12	0.06	7	0.149931015371233
3	6.49	E13	0.238	E	13	1	10	copA2	treatment	3.E13	0.06	7	0.149931015371233
3	6.49	E14	0.2405	E	14	1	10	copA2	treatment	3.E14	0.06	7	0.149931015371233
3	6.49	E15	0.3358	E	15	0	10	copA2	treatment	3.E15	0.0834	7	0.208404111366014
3	6.49	E16	0.3492	E	16	0	10	copA2	treatment	3.E16	0.1106	7	0.276372838334307
3	6.49	E17	0.584	E	17	0	0	copA2	growth	3.E17	0.3634	7	0.908082183098437
3	6.49	E18	0.7017	E	18	0	0	copA2	growth	3.E18	0.467	7	1
3	6.49	F1	0.3244	F	1	1000	10	copA2	treatment	3.F1	0.06	7	0.149931015371233
3	6.49	F3	0.3124	F	3	300	10	copA2	treatment	3.F3	0.06	7	0.149931015371233
3	6.49	F5	0.3409	F	5	100	10	copA2	treatment	3.F5	0.0735	7	0.183665493829761
3	6.49	F7	0.2923	F	7	30	10	copA2	treatment	3.F7	0.06	7	0.149931015371233
3	6.49	F9	0.2891	F	9	10	10	copA2	treatment	3.F9	0.06	7	0.149931015371233
3	6.49	F11	0.2434	F	11	3	10	copA2	treatment	3.F11	0.06	7	0.149931015371233
3	6.49	F13	0.2376	F	13	1	10	copA2	treatment	3.F13	0.06	7	0.149931015371233
3	6.49	F15	0.2458	F	15	0	10	copA2	treatment	3.F15	0.06	7	0.149931015371233
3	6.49	F17	0.5855	F	17	0	0	copA2	growth	3.F17	0.3598	7	0.899086322176163
3	6.49	G1	0.3247	G	1	1000	3	copA2	treatment	3.G1	0.06	7	0.149931015371233
3	6.49	G2	0.3127	G	2	1000	3	copA2	treatment	3.G2	0.06	7	0.149931015371233
3	6.49	G3	0.2954	G	3	300	3	copA2	treatment	3.G3	0.06	7	0.149931015371233
3	6.49	G4	0.2941	G	4	300	3	copA2	treatment	3.G4	0.06	7	0.149931015371233
3	6.49	G5	0.2861	G	5	100	3	copA2	treatment	3.G5	0.0625	7	0.156178141011702
3	6.49	G6	0.3139	G	6	100	3	copA2	treatment	3.G6	0.06	7	0.149931015371233
3	6.49	G7	0.2715	G	7	30	3	copA2	treatment	3.G7	0.06	7	0.149931015371233
3	6.49	G8	0.2724	G	8	30	3	copA2	treatment	3.G8	0.06	7	0.149931015371233
3	6.49	G9	0.2744	G	9	10	3	copA2	treatment	3.G9	0.06	7	0.149931015371233
3	6.49	G10	0.3165	G	10	10	3	copA2	treatment	3.G10	0.0632	7	0.157927336191033
3	6.49	G11	0.2446	G	11	3	3	copA2	treatment	3.G11	0.06	7	0.149931015371233
3	6.49	G12	0.2554	G	12	3	3	copA2	treatment	3.G12	0.06	7	0.149931015371233
3	6.49	G13	0.2364	G	13	1	3	copA2	treatment	3.G13	0.06	7	0.149931015371233
3	6.49	G14	0.243	G	14	1	3	copA2	treatment	3.G14	0.06	7	0.149931015371233
3	6.49	G15	0.3059	G	15	0	3	copA2	treatment	3.G15	0.0729	7	0.182166183676049
3	6.49	G16	0.3354	G	16	0	3	copA2	treatment	3.G16	0.1036	7	0.258880886540996
3	6.49	G17	0.5817	G	17	0	0	copA2	growth	3.G17	0.3412	7	0.852607707411081
3	6.49	G18	0.5804	G	18	0	0	copA2	growth	3.G18	0.3392	7	0.847610006898707
3	6.49	H1	0.3193	H	1	1000	3	copA2	treatment	3.H1	0.06	7	0.149931015371233
3	6.49	H3	0.3021	H	3	300	3	copA2	treatment	3.H3	0.06	7	0.149931015371233
3	6.49	H5	0.2959	H	5	100	3	copA2	treatment	3.H5	0.06	7	0.149931015371233
3	6.49	H7	0.2759	H	7	30	3	copA2	treatment	3.H7	0.06	7	0.149931015371233
3	6.49	H9	0.2621	H	9	10	3	copA2	treatment	3.H9	0.06	7	0.149931015371233
3	6.49	H11	0.2421	H	11	3	3	copA2	treatment	3.H11	0.06	7	0.149931015371233
3	6.49	H13	0.2466	H	13	1	3	copA2	treatment	3.H13	0.06	7	0.149931015371233
3	6.49	H15	0.2245	H	15	0	3	copA2	treatment	3.H15	0.06	7	0.149931015371233
3	6.49	H17	0.5927	H	17	0	0	copA2	growth	3.H17	0.3636	7	0.908581953149675
3	6.49	I1	0.3163	I	1	1000	1	copA2	treatment	3.I1	0.06	7	0.149931015371233
3	6.49	I2	0.3074	I	2	1000	1	copA2	treatment	3.I2	0.06	7	0.149931015371233
3	6.49	I3	0.3177	I	3	300	1	copA2	treatment	3.I3	0.06	7	0.149931015371233
3	6.49	I4	0.3093	I	4	300	1	copA2	treatment	3.I4	0.06	7	0.149931015371233
3	6.49	I5	0.271	I	5	100	1	copA2	treatment	3.I5	0.06	7	0.149931015371233
3	6.49	I6	0.2692	I	6	100	1	copA2	treatment	3.I6	0.06	7	0.149931015371233
3	6.49	I7	0.2954	I	7	30	1	copA2	treatment	3.I7	0.06	7	0.149931015371233
3	6.49	I8	0.2646	I	8	30	1	copA2	treatment	3.I8	0.06	7	0.149931015371233
3	6.49	I9	0.258	I	9	10	1	copA2	treatment	3.I9	0.06	7	0.149931015371233
3	6.49	I10	0.2553	I	10	10	1	copA2	treatment	3.I10	0.06	7	0.149931015371233
3	6.49	I11	0.2637	I	11	3	1	copA2	treatment	3.I11	0.06	7	0.149931015371233
3	6.49	I12	0.3118	I	12	3	1	copA2	treatment	3.I12	0.0779	7	0.194660434956985
3	6.49	I13	0.2429	I	13	1	1	copA2	treatment	3.I13	0.06	7	0.149931015371233
3	6.49	I14	0.2497	I	14	1	1	copA2	treatment	3.I14	0.06	7	0.149931015371233
3	6.49	I15	0.2557	I	15	0	1	copA2	treatment	3.I15	0.06	7	0.149931015371233
3	6.49	I16	0.2482	I	16	0	1	copA2	treatment	3.I16	0.06	7	0.149931015371233
3	6.49	I17	0.6028	I	17	0	0	copA2	growth	3.I17	0.3736	7	0.933570455711547
3	6.49	I18	0.5895	I	18	0	0	copA2	growth	3.I18	0.3486	7	0.871099199306866
3	6.49	J1	0.3132	J	1	1000	1	copA2	treatment	3.J1	0.06	7	0.149931015371233
3	6.49	J3	0.3004	J	3	300	1	copA2	treatment	3.J3	0.06	7	0.149931015371233
3	6.49	J5	0.2826	J	5	100	1	copA2	treatment	3.J5	0.06	7	0.149931015371233
3	6.49	J7	0.263	J	7	30	1	copA2	treatment	3.J7	0.06	7	0.149931015371233
3	6.49	J9	0.2598	J	9	10	1	copA2	treatment	3.J9	0.06	7	0.149931015371233
3	6.49	J11	0.3309	J	11	3	1	copA2	treatment	3.J11	0.1058	7	0.264378357104608
3	6.49	J13	0.245	J	13	1	1	copA2	treatment	3.J13	0.06	7	0.149931015371233
3	6.49	J15	0.2473	J	15	0	1	copA2	treatment	3.J15	0.06	7	0.149931015371233
3	6.49	J17	0.562	J	17	0	0	copA2	growth	3.J17	0.3288	7	0.82162196423436
3	6.49	K1	0.3409	K	1	1000	0.3	copA2	treatment	3.K1	0.06	7	0.149931015371233
3	6.49	K2	0.3327	K	2	1000	0.3	copA2	treatment	3.K2	0.06	7	0.149931015371233
3	6.49	K3	0.3007	K	3	300	0.3	copA2	treatment	3.K3	0.06	7	0.149931015371233
3	6.49	K4	0.3028	K	4	300	0.3	copA2	treatment	3.K4	0.06	7	0.149931015371233
3	6.49	K5	0.2801	K	5	100	0.3	copA2	treatment	3.K5	0.06	7	0.149931015371233
3	6.49	K6	0.2867	K	6	100	0.3	copA2	treatment	3.K6	0.06	7	0.149931015371233
3	6.49	K7	0.245	K	7	30	0.3	copA2	treatment	3.K7	0.06	7	0.149931015371233
3	6.49	K8	0.239	K	8	30	0.3	copA2	treatment	3.K8	0.06	7	0.149931015371233
3	6.49	K9	0.2531	K	9	10	0.3	copA2	treatment	3.K9	0.06	7	0.149931015371233
3	6.49	K10	0.2709	K	10	10	0.3	copA2	treatment	3.K10	0.06	7	0.149931015371233
3	6.49	K11	0.3839	K	11	3	0.3	copA2	treatment	3.K11	0.1515	7	0.378575813812364
3	6.49	K12	0.372	K	12	3	0.3	copA2	treatment	3.K12	0.1472	7	0.367830757710759
3	6.49	K13	0.2393	K	13	1	0.3	copA2	treatment	3.K13	0.06	7	0.149931015371233
3	6.49	K14	0.2425	K	14	1	0.3	copA2	treatment	3.K14	0.06	7	0.149931015371233
3	6.49	K15	0.2588	K	15	0	0.3	copA2	treatment	3.K15	0.06	7	0.149931015371233
3	6.49	K16	0.2437	K	16	0	0.3	copA2	treatment	3.K16	0.06	7	0.149931015371233
3	6.49	K17	0.7227	K	17	0	0	copA2	growth	3.K17	0.4938	7	1
3	6.49	K18	0.5759	K	18	0	0	copA2	growth	3.K18	0.343	7	0.857105637872218
3	6.49	L1	0.3245	L	1	1000	0.3	copA2	treatment	3.L1	0.06	7	0.149931015371233
3	6.49	L3	0.3135	L	3	300	0.3	copA2	treatment	3.L3	0.06	7	0.149931015371233
3	6.49	L5	0.2876	L	5	100	0.3	copA2	treatment	3.L5	0.06	7	0.149931015371233
3	6.49	L7	0.2702	L	7	30	0.3	copA2	treatment	3.L7	0.06	7	0.149931015371233
3	6.49	L9	0.3424	L	9	10	0.3	copA2	treatment	3.L9	0.1057	7	0.26412847207899
3	6.49	L11	0.221	L	11	3	0.3	copA2	treatment	3.L11	0.06	7	0.149931015371233
3	6.49	L13	0.2454	L	13	1	0.3	copA2	treatment	3.L13	0.06	7	0.149931015371233
3	6.49	L15	0.2546	L	15	0	0.3	copA2	treatment	3.L15	0.06	7	0.149931015371233
3	6.49	L17	0.5828	L	17	0	0	copA2	growth	3.L17	0.3586	7	0.896087701868739
3	6.49	M1	0.3253	M	1	1000	0.1	copA2	treatment	3.M1	0.06	7	0.149931015371233
3	6.49	M2	0.3422	M	2	1000	0.1	copA2	treatment	3.M2	0.06	7	0.149931015371233
3	6.49	M3	0.3187	M	3	300	0.1	copA2	treatment	3.M3	0.06	7	0.149931015371233
3	6.49	M4	0.3158	M	4	300	0.1	copA2	treatment	3.M4	0.06	7	0.149931015371233
3	6.49	M5	0.36	M	5	100	0.1	copA2	treatment	3.M5	0.1133	7	0.283119734026012
3	6.49	M6	0.4033	M	6	100	0.1	copA2	treatment	3.M6	0.1553	7	0.388071444785876
3	6.49	M7	0.2743	M	7	30	0.1	copA2	treatment	3.M7	0.06	7	0.149931015371233
3	6.49	M8	0.2642	M	8	30	0.1	copA2	treatment	3.M8	0.06	7	0.149931015371233
3	6.49	M9	0.265	M	9	10	0.1	copA2	treatment	3.M9	0.06	7	0.149931015371233
3	6.49	M10	0.3134	M	10	10	0.1	copA2	treatment	3.M10	0.0937	7	0.234142269004743
3	6.49	M11	0.4206	M	11	3	0.1	copA2	treatment	3.M11	0.194	7	0.484776949700321
3	6.49	M12	0.5653	M	12	3	0.1	copA2	treatment	3.M12	0.3395	7	0.848359661975563
3	6.49	M13	0.3894	M	13	1	0.1	copA2	treatment	3.M13	0.1471	7	0.367580872685141
3	6.49	M14	0.3442	M	14	1	0.1	copA2	treatment	3.M14	0.1183	7	0.295613985306949
3	6.49	M15	0.5837	M	15	0	0.1	copA2	treatment	3.M15	0.3507	7	0.87634678484486
3	6.49	M16	0.6249	M	16	0	0.1	copA2	treatment	3.M16	0.3722	7	0.930072065352885
3	6.49	M17	0.6525	M	17	0	0	copA2	growth	3.M17	0.4231	7	1
3	6.49	M18	0.5713	M	18	0	0	copA2	growth	3.M18	0.3446	7	0.861103798282117
3	6.49	N1	0.3208	N	1	1000	0.1	copA2	treatment	3.N1	0.06	7	0.149931015371233
3	6.49	N3	0.3192	N	3	300	0.1	copA2	treatment	3.N3	0.06	7	0.149931015371233
3	6.49	N5	0.3516	N	5	100	0.1	copA2	treatment	3.N5	0.1119	7	0.27962134366735
3	6.49	N7	0.3374	N	7	30	0.1	copA2	treatment	3.N7	0.0941	7	0.235141809107218
3	6.49	N9	0.2521	N	9	10	0.1	copA2	treatment	3.N9	0.06	7	0.149931015371233
3	6.49	N11	0.568	N	11	3	0.1	copA2	treatment	3.N11	0.3472	7	0.867600808948204
3	6.49	N13	0.3307	N	13	1	0.1	copA2	treatment	3.N13	0.0955	7	0.23864019946588
3	6.49	N15	0.6104	N	15	0	0.1	copA2	treatment	3.N15	0.3804	7	0.95056263745362
3	6.49	N17	0.6609	N	17	0	0	copA2	growth	3.N17	0.4343	7	1
3	6.49	O1	0.3231	O	1	1000	0	copA2	treatment	3.O1	0.06	7	0.149931015371233
3	6.49	O2	0.3479	O	2	1000	0	copA2	treatment	3.O2	0.06	7	0.149931015371233
3	6.49	O3	0.3152	O	3	300	0	copA2	treatment	3.O3	0.06	7	0.149931015371233
3	6.49	O4	0.2958	O	4	300	0	copA2	treatment	3.O4	0.06	7	0.149931015371233
3	6.49	O5	0.4029	O	5	100	0	copA2	treatment	3.O5	0.1471	7	0.367580872685141
3	6.49	O6	0.3848	O	6	100	0	copA2	treatment	3.O6	0.1354	7	0.33834432468775
3	6.49	O7	0.5124	O	7	30	0	copA2	treatment	3.O7	0.2863	7	0.715420828346402
3	6.49	O8	0.5031	O	8	30	0	copA2	treatment	3.O8	0.2776	7	0.693680831117573
3	6.49	O9	0.6362	O	9	10	0	copA2	treatment	3.O9	0.3952	7	0.987545621245191
3	6.49	O10	0.6696	O	10	10	0	copA2	treatment	3.O10	0.4397	7	1
3	6.49	O11	0.7544	O	11	3	0	copA2	treatment	3.O11	0.5318	7	1
3	6.49	O12	0.8211	O	12	3	0	copA2	treatment	3.O12	0.5967	7	1
3	6.49	O13	0.8263	O	13	1	0	copA2	treatment	3.O13	0.5872	7	1
3	6.49	O14	0.7974	O	14	1	0	copA2	treatment	3.O14	0.5692	7	1
3	6.49	O15	0.7786	O	15	0	0	copA2	growth	3.O15	0.5551	7	1
3	6.49	O16	0.8032	O	16	0	0	copA2	growth	3.O16	0.5607	7	1
3	6.49	O17	0.7468	O	17	0	0	copA2	growth	3.O17	0.5172	7	1
3	6.49	O18	0.7589	O	18	0	0	copA2	growth	3.O18	0.533	7	1
3	6.49	P1	0.3208	P	1	1000	0	copA2	treatment	3.P1	0.06	7	0.149931015371233
3	6.49	P3	0.3192	P	3	300	0	copA2	treatment	3.P3	0.06	7	0.149931015371233
3	6.49	P5	0.3923	P	5	100	0	copA2	treatment	3.P5	0.144	7	0.35983443689096
3	6.49	P7	0.5478	P	7	30	0	copA2	treatment	3.P7	0.3202	7	0.800131852031149
3	6.49	P9	0.6259	P	9	10	0	copA2	treatment	3.P9	0.3765	7	0.94081712145449
3	6.49	P11	0.7316	P	11	3	0	copA2	treatment	3.P11	0.4946	7	1
3	6.49	P13	0.7709	P	13	1	0	copA2	treatment	3.P13	0.5405	7	1
3	6.49	P15	0.7056	P	15	0	0	copA2	growth	3.P15	0.4634	7	1
3	6.49	P17	0.6228	P	17	0	0	copA2	growth	3.P17	0.396	7	0.989544701450141
4	6.49	A1	0.6005	A	1	1000	100	wt	treatment	4.A1	0.0989	7	0.290695908180691
4	6.49	A2	0.5425	A	2	1000	100	wt	treatment	4.A2	0.0858	7	0.252191192334715
4	6.49	A3	0.8963	A	3	300	100	wt	treatment	4.A3	0.3954	7	1
4	6.49	A4	0.9141	A	4	300	100	wt	treatment	4.A4	0.4217	7	1
4	6.49	A5	0.5626	A	5	100	100	wt	treatment	4.A5	0.06	7	0.176357477157143
4	6.49	A6	0.6871	A	6	100	100	wt	treatment	4.A6	0.1896	7	0.557289627816573
4	6.49	A7	0.4156	A	7	30	100	wt	treatment	4.A7	0.06	7	0.176357477157143
4	6.49	A8	0.3816	A	8	30	100	wt	treatment	4.A8	0.06	7	0.176357477157143
4	6.49	A9	0.332	A	9	10	100	wt	treatment	4.A9	0.06	7	0.176357477157143
4	6.49	A10	0.3367	A	10	10	100	wt	treatment	4.A10	0.06	7	0.176357477157143
4	6.49	A11	0.3558	A	11	3	100	wt	treatment	4.A11	0.06	7	0.176357477157143
4	6.49	A12	0.3513	A	12	3	100	wt	treatment	4.A12	0.06	7	0.176357477157143
4	6.49	A13	0.3701	A	13	1	100	wt	treatment	4.A13	0.06	7	0.176357477157143
4	6.49	A14	0.3376	A	14	1	100	wt	treatment	4.A14	0.06	7	0.176357477157143
4	6.49	A15	0.3542	A	15	0	100	wt	treatment	4.A15	0.06	7	0.176357477157143
4	6.49	A16	0.3801	A	16	0	100	wt	treatment	4.A16	0.06	7	0.176357477157143
4	6.49	A17	0.6343	A	17	0	0	wt	growth	4.A17	0.4028	7	1
4	6.49	A18	0.6538	A	18	0	0	wt	growth	4.A18	0.4248	7	1
4	6.49	B1	0.6496	B	1	1000	100	wt	treatment	4.B1	0.1353	7	0.397686110989358
4	6.49	B3	0.8256	B	3	300	100	wt	treatment	4.B3	0.3551	7	1
4	6.49	B5	0.6389	B	5	100	100	wt	treatment	4.B5	0.0888	7	0.261009066192572
4	6.49	B7	0.3264	B	7	30	100	wt	treatment	4.B7	0.06	7	0.176357477157143
4	6.49	B9	0.334	B	9	10	100	wt	treatment	4.B9	0.06	7	0.176357477157143
4	6.49	B11	0.2901	B	11	3	100	wt	treatment	4.B11	0.06	7	0.176357477157143
4	6.49	B13	0.3054	B	13	1	100	wt	treatment	4.B13	0.06	7	0.176357477157143
4	6.49	B15	0.296	B	15	0	100	wt	treatment	4.B15	0.06	7	0.176357477157143
4	6.49	B17	0.5885	B	17	0	0	wt	growth	4.B17	0.3636	7	1
4	6.49	C1	0.3976	C	1	1000	30	wt	treatment	4.C1	0.06	7	0.176357477157143
4	6.49	C2	0.4689	C	2	1000	30	wt	treatment	4.C2	0.1198	7	0.352127096057096
4	6.49	C3	0.6569	C	3	300	30	wt	treatment	4.C3	0.3294	7	0.968202549592716
4	6.49	C4	0.661	C	4	300	30	wt	treatment	4.C4	0.3435	7	1
4	6.49	C5	0.7518	C	5	100	30	wt	treatment	4.C5	0.4384	7	1
4	6.49	C6	0.7309	C	6	100	30	wt	treatment	4.C6	0.4238	7	1
4	6.49	C7	0.3694	C	7	30	30	wt	treatment	4.C7	0.06	7	0.176357477157143
4	6.49	C8	0.3096	C	8	30	30	wt	treatment	4.C8	0.06	7	0.176357477157143
4	6.49	C9	0.3266	C	9	10	30	wt	treatment	4.C9	0.0638	7	0.187526784043762
4	6.49	C10	0.2924	C	10	10	30	wt	treatment	4.C10	0.06	7	0.176357477157143
4	6.49	C11	0.3335	C	11	3	30	wt	treatment	4.C11	0.06	7	0.176357477157143
4	6.49	C12	0.2737	C	12	3	30	wt	treatment	4.C12	0.06	7	0.176357477157143
4	6.49	C13	0.2729	C	13	1	30	wt	treatment	4.C13	0.06	7	0.176357477157143
4	6.49	C14	0.2779	C	14	1	30	wt	treatment	4.C14	0.06	7	0.176357477157143
4	6.49	C15	0.2783	C	15	0	30	wt	treatment	4.C15	0.06	7	0.176357477157143
4	6.49	C16	0.2547	C	16	0	30	wt	treatment	4.C16	0.06	7	0.176357477157143
4	6.49	C17	0.6284	C	17	0	0	wt	growth	4.C17	0.3995	7	1
4	6.49	C18	0.6302	C	18	0	0	wt	growth	4.C18	0.3842	7	1
4	6.49	D1	0.385	D	1	1000	30	wt	treatment	4.D1	0.06	7	0.176357477157143
4	6.49	D3	0.6117	D	3	300	30	wt	treatment	4.D3	0.2931	7	0.861506275912645
4	6.49	D5	0.6341	D	5	100	30	wt	treatment	4.D5	0.3354	7	0.98583829730843
4	6.49	D7	0.3832	D	7	30	30	wt	treatment	4.D7	0.0639	7	0.187820713172358
4	6.49	D9	0.303	D	9	10	30	wt	treatment	4.D9	0.06	7	0.176357477157143
4	6.49	D11	0.2533	D	11	3	30	wt	treatment	4.D11	0.06	7	0.176357477157143
4	6.49	D13	0.259	D	13	1	30	wt	treatment	4.D13	0.06	7	0.176357477157143
4	6.49	D15	0.2516	D	15	0	30	wt	treatment	4.D15	0.06	7	0.176357477157143
4	6.49	D17	0.5418	D	17	0	0	wt	growth	4.D17	0.3089	7	0.907947078230692
4	6.49	E1	0.3439	E	1	1000	10	wt	treatment	4.E1	0.06	7	0.176357477157143
4	6.49	E2	0.3639	E	2	1000	10	wt	treatment	4.E2	0.06	7	0.176357477157143
4	6.49	E3	0.5712	E	3	300	10	wt	treatment	4.E3	0.2934	7	0.86238806329843
4	6.49	E4	0.5858	E	4	300	10	wt	treatment	4.E4	0.3147	7	0.924994967689216
4	6.49	E5	0.6628	E	5	100	10	wt	treatment	4.E5	0.4063	7	1
4	6.49	E6	0.7068	E	6	100	10	wt	treatment	4.E6	0.4398	7	1
4	6.49	E7	0.6089	E	7	30	10	wt	treatment	4.E7	0.3648	7	1
4	6.49	E8	0.6428	E	8	30	10	wt	treatment	4.E8	0.3882	7	1
4	6.49	E9	0.34	E	9	10	10	wt	treatment	4.E9	0.0794	7	0.23337972810462
4	6.49	E10	0.3228	E	10	10	10	wt	treatment	4.E10	0.0631	7	0.185469280143596
4	6.49	E11	0.2988	E	11	3	10	wt	treatment	4.E11	0.0607	7	0.17841498105731
4	6.49	E12	0.2522	E	12	3	10	wt	treatment	4.E12	0.06	7	0.176357477157143
4	6.49	E13	0.2511	E	13	1	10	wt	treatment	4.E13	0.06	7	0.176357477157143
4	6.49	E14	0.2583	E	14	1	10	wt	treatment	4.E14	0.06	7	0.176357477157143
4	6.49	E15	0.3976	E	15	0	10	wt	treatment	4.E15	0.06	7	0.176357477157143
4	6.49	E16	0.2452	E	16	0	10	wt	treatment	4.E16	0.06	7	0.176357477157143
4	6.49	E17	0.5561	E	17	0	0	wt	growth	4.E17	0.3294	7	0.968202549592716
4	6.49	E18	0.6101	E	18	0	0	wt	growth	4.E18	0.3736	7	1
4	6.49	F1	0.3438	F	1	1000	10	wt	treatment	4.F1	0.06	7	0.176357477157143
4	6.49	F3	0.5596	F	3	300	10	wt	treatment	4.F3	0.2874	7	0.844752315582716
4	6.49	F5	0.6418	F	5	100	10	wt	treatment	4.F5	0.3758	7	1
4	6.49	F7	0.5906	F	7	30	10	wt	treatment	4.F7	0.3458	7	1
4	6.49	F9	0.4411	F	9	10	10	wt	treatment	4.F9	0.1897	7	0.557583556945168
4	6.49	F11	0.3104	F	11	3	10	wt	treatment	4.F11	0.0667	7	0.196050728773024
4	6.49	F13	0.2458	F	13	1	10	wt	treatment	4.F13	0.06	7	0.176357477157143
4	6.49	F15	0.2428	F	15	0	10	wt	treatment	4.F15	0.06	7	0.176357477157143
4	6.49	F17	0.5339	F	17	0	0	wt	growth	4.F17	0.2886	7	0.848279465125859
4	6.49	G1	0.3515	G	1	1000	3	wt	treatment	4.G1	0.06	7	0.176357477157143
4	6.49	G2	0.3648	G	2	1000	3	wt	treatment	4.G2	0.06	7	0.176357477157143
4	6.49	G3	0.6099	G	3	300	3	wt	treatment	4.G3	0.3408	7	1
4	6.49	G4	0.6021	G	4	300	3	wt	treatment	4.G4	0.3326	7	0.977608281707763
4	6.49	G5	0.61	G	5	100	3	wt	treatment	4.G5	0.3591	7	1
4	6.49	G6	0.6493	G	6	100	3	wt	treatment	4.G6	0.4088	7	1
4	6.49	G7	0.6194	G	7	30	3	wt	treatment	4.G7	0.3776	7	1
4	6.49	G8	0.6567	G	8	30	3	wt	treatment	4.G8	0.4127	7	1
4	6.49	G9	0.5698	G	9	10	3	wt	treatment	4.G9	0.3169	7	0.931461408518311
4	6.49	G10	0.5759	G	10	10	3	wt	treatment	4.G10	0.3298	7	0.969378266107097
4	6.49	G11	0.3587	G	11	3	3	wt	treatment	4.G11	0.1172	7	0.34448493871362
4	6.49	G12	0.2781	G	12	3	3	wt	treatment	4.G12	0.06	7	0.176357477157143
4	6.49	G13	0.2526	G	13	1	3	wt	treatment	4.G13	0.06	7	0.176357477157143
4	6.49	G14	0.2547	G	14	1	3	wt	treatment	4.G14	0.06	7	0.176357477157143
4	6.49	G15	0.2389	G	15	0	3	wt	treatment	4.G15	0.06	7	0.176357477157143
4	6.49	G16	0.2652	G	16	0	3	wt	treatment	4.G16	0.06	7	0.176357477157143
4	6.49	G17	0.5492	G	17	0	0	wt	growth	4.G17	0.3199	7	0.940279282376168
4	6.49	G18	0.5342	G	18	0	0	wt	growth	4.G18	0.3011	7	0.885020606200264
4	6.49	H1	0.3501	H	1	1000	3	wt	treatment	4.H1	0.06	7	0.176357477157143
4	6.49	H3	0.5816	H	3	300	3	wt	treatment	4.H3	0.311	7	0.914119589931192
4	6.49	H5	0.6121	H	5	100	3	wt	treatment	4.H5	0.3697	7	1
4	6.49	H7	0.5636	H	7	30	3	wt	treatment	4.H7	0.3173	7	0.932637125032692
4	6.49	H9	0.537	H	9	10	3	wt	treatment	4.H9	0.2968	7	0.872381653670668
4	6.49	H11	0.3293	H	11	3	3	wt	treatment	4.H11	0.0932	7	0.273941947850762
4	6.49	H13	0.2387	H	13	1	3	wt	treatment	4.H13	0.06	7	0.176357477157143
4	6.49	H15	0.2658	H	15	0	3	wt	treatment	4.H15	0.06	7	0.176357477157143
4	6.49	H17	0.5386	H	17	0	0	wt	growth	4.H17	0.3038	7	0.892956692672335
4	6.49	I1	0.3475	I	1	1000	1	wt	treatment	4.I1	0.06	7	0.176357477157143
4	6.49	I2	0.3604	I	2	1000	1	wt	treatment	4.I2	0.06	7	0.176357477157143
4	6.49	I3	0.5617	I	3	300	1	wt	treatment	4.I3	0.2903	7	0.853276260311978
4	6.49	I4	0.668	I	4	300	1	wt	treatment	4.I4	0.3981	7	1
4	6.49	I5	0.631	I	5	100	1	wt	treatment	4.I5	0.3749	7	1
4	6.49	I6	0.6368	I	6	100	1	wt	treatment	4.I6	0.3977	7	1
4	6.49	I7	0.602	I	7	30	1	wt	treatment	4.I7	0.3623	7	1
4	6.49	I8	0.6415	I	8	30	1	wt	treatment	4.I8	0.3894	7	1
4	6.49	I9	0.5671	I	9	10	1	wt	treatment	4.I9	0.3339	7	0.981429360379502
4	6.49	I10	0.5999	I	10	10	1	wt	treatment	4.I10	0.3519	7	1
4	6.49	I11	0.5607	I	11	3	1	wt	treatment	4.I11	0.3188	7	0.937046061961621
4	6.49	I12	0.5524	I	12	3	1	wt	treatment	4.I12	0.3278	7	0.963499683535192
4	6.49	I13	0.375	I	13	1	1	wt	treatment	4.I13	0.1439	7	0.422964016048548
4	6.49	I14	0.374	I	14	1	1	wt	treatment	4.I14	0.1323	7	0.388868237131501
4	6.49	I15	0.2412	I	15	0	1	wt	treatment	4.I15	0.06	7	0.176357477157143
4	6.49	I16	0.2535	I	16	0	1	wt	treatment	4.I16	0.06	7	0.176357477157143
4	6.49	I17	0.6097	I	17	0	0	wt	growth	4.I17	0.3631	7	1
4	6.49	I18	0.623	I	18	0	0	wt	growth	4.I18	0.3806	7	1
4	6.49	J1	0.336	J	1	1000	1	wt	treatment	4.J1	0.06	7	0.176357477157143
4	6.49	J3	0.5687	J	3	300	1	wt	treatment	4.J3	0.3088	7	0.907653149102097
4	6.49	J5	0.5594	J	5	100	1	wt	treatment	4.J5	0.3192	7	0.938221778476002
4	6.49	J7	0.5574	J	7	30	1	wt	treatment	4.J7	0.3104	7	0.912356015159621
4	6.49	J9	0.5367	J	9	10	1	wt	treatment	4.J9	0.2835	7	0.833289079567501
4	6.49	J11	0.5023	J	11	3	1	wt	treatment	4.J11	0.2669	7	0.784496844220692
4	6.49	J13	0.3788	J	13	1	1	wt	treatment	4.J13	0.1393	7	0.409443276133167
4	6.49	J15	0.2474	J	15	0	1	wt	treatment	4.J15	0.06	7	0.176357477157143
4	6.49	J17	0.5416	J	17	0	0	wt	growth	4.J17	0.3058	7	0.89883527524424
4	6.49	K1	0.316	K	1	1000	0.3	wt	treatment	4.K1	0.06	7	0.176357477157143
4	6.49	K2	0.341	K	2	1000	0.3	wt	treatment	4.K2	0.06	7	0.176357477157143
4	6.49	K3	0.5774	K	3	300	0.3	wt	treatment	4.K3	0.3141	7	0.923231392917645
